,Position,value
1107,7729,1.0
1107,7705,0.10385907915850649
1108,8324,1.0
1108,8318,0.015038180302000484
1108,8198,1.0
1108,8111,3.419424949226512e-06
1108,8042,1.0
1108,8012,0.5262309756320499
1109,8628,0.0
1109,8622,0.0
1109,8616,0.0
1109,8610,0.0
1109,8576,0.0013203533706772992
1111,9351,0.8953312302578607
1111,9291,0.0
1111,9279,0.0
1111,9234,0.027865209397318808
1111,9222,0.7990524302932569
1111,9219,1.0
1111,9216,8.217874548303526e-06
1111,9204,0.09982699947923915
1111,9177,4.600102321533316e-11
1111,9099,0.018761223823155652
1111,9096,1.0
1111,9094,1.0
1111,9095,4.8621841393859514e-05
1111,9081,0.0
1111,9075,1.9019264736103906e-07
1111,9069,0.004468729910193924
1111,9042,0.0
1111,9021,1.4071210863164652e-10
1112,10119,1.0
1112,10118,0.8274360829461876
1112,9951,1.0
1112,9936,0.0
1112,9840,0.2941625244443393
1112,9807,1.0
1112,9789,1.734871549901405e-09
1112,9732,0.00038669969472287114
1112,9726,0.6833630973159665
1112,9690,4.96789706146721e-13
1112,9687,1.0
1112,9657,1.0
1113,10457,0.0
1113,10424,0.009815985241062043
1113,10367,0.0
1113,10346,1.342851295998602e-12
1113,10343,0.0
1113,10337,0.0
1113,10289,9.585710486240251e-11
1113,10283,0.0
1113,10262,0.0
1113,10208,0.0
1113,10205,0.0
1113,10169,0.0
1114,10780,1.0
1114,10759,1.0
1114,10741,1.0
1114,10693,4.395928647271907e-10
1114,10672,0.0
1114,10663,0.0
1114,10657,0.0
1114,10615,0.0
1114,10588,5.1386392640286284e-05
1114,10573,1.0
1114,10549,0.3458431795989679
1115,11629,9.144145550044787e-11
1115,11578,0.00034488540527655154
1115,11577,3.7113169680326663e-16
1115,11575,0.002180659570195323
1115,11576,0.0
1115,11539,0.0
1115,11485,1.1015204586025792e-09
1115,11461,0.0
1115,11451,0.0
1115,11448,0.0006625859736461618
1115,11431,0.0
1115,11413,1.0
1115,11407,0.0
1115,11404,0.787961553891645
1115,11398,1.3266417204548767e-11
1115,11368,0.001540475907788504
1115,11314,1.0
1115,11313,1.0
1115,11293,0.012402503523288064
1115,11290,0.0001371561339349721
1115,11233,0.04175506034370161
1115,11203,1.704490207513539e-12
1115,11197,1.6459342393880728e-08
1115,11198,6.380589969342172e-08
1115,11194,1.0
1115,11188,0.19329234582765686
1115,11185,0.0
1115,11110,8.113901786907942e-09
1115,11086,0.0
1115,10948,1.2499773508983288e-07
1115,10945,5.973478721631115e-06
1115,10897,0.006698231964359884
1115,10885,0.07520801909104154
1116,11953,0.0010230743702585832
1116,11939,1.6116678543878786e-12
1116,11847,4.578815630582353e-05
1116,11841,1.0
1116,11836,0.09567975924631941
1116,11781,0.08521408426615232
1116,11730,1.0
1116,11717,1.8474111129762605e-13
1117,12484,1.0
1117,12409,0.9173899433653132
1117,12406,9.48902214535655e-10
1117,12385,0.001412520115429583
1117,12349,0.45467416295382734
1117,12337,0.0
1117,12277,0.0
1117,12268,0.0
1117,12235,0.7119666616137481
1117,12220,0.0
1117,12217,5.34732549641517e-08
1117,12197,0.9492971150949272
1117,12190,0.6619604223413303
1117,12142,1.0
1117,12133,0.005336908170267829
1117,12113,0.008356601203269842
1117,12100,0.0007613307856015933
1117,12091,0.0018501906615527048
1117,12085,0.0
1117,12070,0.0
1117,12057,1.0
1117,12052,1.0
1117,12028,0.0
1118,13236,0.0010856406905050112
1118,13224,1.3149178945681682e-09
1118,13212,0.03715118838327121
1118,13203,0.005091482833613997
1118,13202,0.014390657148452021
1118,13196,0.8721932975068595
1118,13191,0.02092519970299135
1118,13182,0.6717121756701632
1118,13086,0.0
1118,13002,1.0
1118,12963,7.88797399675084e-09
1118,12930,2.759001281406524e-10
1118,12924,8.84304058550762e-11
1118,12925,4.578815630582353e-05
1118,12926,3.683415018779023e-12
1118,12921,0.7316205594137954
1118,12918,0.0
1118,12852,0.009924180996362232
1118,12834,1.0
1118,12819,1.0
1118,12767,1.0
1118,12753,0.0
1118,12747,0.0
1118,12743,0.0
1118,12737,1.0396883354246711e-11
1118,12693,0.038476913455991246
1118,12687,7.797831837841329e-07
1118,12654,0.0
1118,12651,4.164712433471415e-05
1119,13574,0.0
1119,13552,1.0
1119,13538,0.0
1119,13475,3.270601897089441e-05
1119,13454,9.17342686766704e-08
1119,13400,0.005091482833613997
1119,13367,1.9180332188816365e-10
1119,13352,0.05153145878921722
1119,13343,3.626736328257451e-05
1119,13334,5.4919084182639716e-08
1176,2020,7.088369626361727e-14
1176,2041,1.0
1176,2044,1.0
1176,2047,0.8306612572891706
1176,2065,0.11830055856048621
1176,2164,0.0
1176,2224,0.00015982831717408153
1176,2230,1.0462335709324383e-06
1176,2302,0.0
1176,2311,0.000287145612259639
1176,2365,0.0
1176,2380,0.0
1177,2454,6.404876629062528e-13
1177,2461,6.69502669863829e-13
1177,2467,0.6730287622045962
1177,2469,0.04650473982699214
1177,2475,1.0392516180957046e-09
1177,2478,0.0
1177,2481,0.00024178081998322106
1177,2486,0.0055502661848152125
1177,2658,5.796445851183898e-05
1177,2667,0.41025493307399824
1177,2670,0.07459295801426598
1177,2676,1.0900371514501537e-15
1177,2694,0.1930260643654197
1177,2751,2.522326856050881e-11
1177,2772,1.0
1177,2823,3.053040175469574e-07
1543,1607,0.2779330986636427
1543,1610,0.019038085499197183
1543,1625,2.6637399922177257e-08
1543,1637,0.39248262367942127
1543,1770,0.0
1543,2060,0.0
1543,2066,4.0721299375923166e-05
1543,2069,5.1925380898201314e-05
1543,2072,4.789278486512482e-05
1543,2075,1.0806345451351886e-07
1543,2230,1.0
1543,2243,3.8109074103945214e-08
1543,2315,0.0
1543,2402,1.0
1543,2403,1.0
1543,2411,0.005436695543304002
1543,2412,1.0
1543,2447,0.00016110463401351229
1544,2487,1.0
1544,2505,0.712004155021993
1544,2525,1.0
1544,2657,1.0
1544,2660,0.0
1544,2673,0.0
1544,2675,0.0
1544,2708,0.0
1544,2720,2.2468513536197763e-14
2237,1460,0.0
2237,1601,0.0
2237,1634,0.38211927032579246
2237,1646,4.177074691769559e-08
2237,1742,0.004312054137619849
2237,1769,2.4442508623162047e-12
2237,1820,0.01096818574026591
2237,2043,0.0064115209274676725
2237,2045,0.0
2237,2070,0.042016703446603
2237,2162,0.0
2237,2177,3.7113169680326663e-16
2237,2237,0.0
2237,2238,0.0
2237,2259,8.766672569229735e-10
2237,2273,3.558797092634063e-15
2237,2289,1.0
2237,2333,9.573524837408357e-06
2237,2336,8.312463731563469e-06
2237,2390,2.1914443049335743e-14
2237,2393,0.0
2237,2435,0.0
2237,2462,0.0
2237,2474,1.0
2237,2477,0.0
2237,2489,1.0
2237,2525,0.872888158635835
2237,2531,1.0
2237,2633,3.0534016873359663e-13
2237,2714,1.3124257459701277e-09
2237,2717,1.0771633585093808e-12
2237,2726,0.0
2237,2774,0.0
2237,2794,0.0
2237,2942,0.0
2237,3005,2.525757381022231e-15
2237,3008,0.0
2237,3154,1.0
2237,3164,3.7113169680326663e-16
2237,3200,6.875197371782657e-08
2237,3203,0.0
2237,3209,0.0
2237,3212,0.0
2237,3261,0.003288552225855361
2237,3444,0.0
2237,3491,0.0023028180122839264
2237,3620,0.0
2237,3635,0.0
2237,3638,0.0
2237,3644,0.0
2237,3704,0.0
2237,3872,1.0
2237,3889,0.0
2237,3938,0.0
2237,4061,0.0
2237,4094,0.0
2237,4113,4.016044981599516e-12
2237,4148,0.0
2237,4157,9.467811150461084e-12
