,Position,value
1102,5757,0.6260166887308027
1102,5706,5.735671604334414e-09
1102,5670,5.00861877417158e-07
1102,5646,0.0014803032236067049
1102,5631,0.10736579859525208
1102,5621,0.08191153062304368
1103,6327,1.0
1103,6312,1.0
1103,6297,1.0
1103,6291,0.0
1103,6287,0.0009822255471728658
1103,6243,0.08082449993392071
1103,6230,0.0
1103,6216,1.8713686156246467e-10
1103,6129,1.0
1103,6130,1.0
1103,6101,1.0
1103,6090,0.24040081042962635
1103,6091,0.06009580301152917
1103,6055,1.0
1103,5937,0.0
1103,5880,0.0
1103,5877,0.0
1104,6734,0.007769670435534448
1104,6731,1.0
1104,6724,9.448007376455791e-09
1104,6716,5.39124300757976e-13
1104,6705,1.3393952613682814e-11
1104,6650,5.07832993468238e-06
1104,6652,3.944656804277802e-05
1104,6632,1.0
1104,6629,1.0
1104,6554,1.0
1104,6548,1.0
1104,6530,0.00010958897700064085
1104,6518,0.0
1104,6515,1.0
1104,6503,1.9844344412156545e-07
1104,6488,6.600613844387482e-08
1104,6470,0.0
1104,6446,0.0
1104,6425,1.1102230246251565e-15
1104,6421,0.0014493104374428967
1106,7629,1.0
1106,7617,1.0
1106,7590,1.0
1106,7461,1.0
1106,7452,1.1102230246251565e-16
1106,7446,1.0
1106,7416,0.01082584612052595
1106,7398,0.0
1106,7395,1.0
1106,7368,1.0
1106,7359,0.0
1106,7344,1.0
1106,7317,2.220446049250313e-16
1106,7269,0.0
1106,7257,1.9480295182505714e-06
1106,7239,1.3661738407222401e-11
1106,7189,1.4565051942305729e-08
1106,7161,0.002240515584248537
1106,7163,1.0
1107,7948,0.0032049072845449222
1107,7950,1.0
1107,7945,1.0
1107,7936,1.0
1107,7876,0.0
1107,7870,0.0
1107,7864,0.0
1107,7858,1.0
1107,7738,0.0
1107,7732,1.0
1107,7729,1.0
1107,7705,0.07190243941742758
1108,8324,1.0
1108,8318,0.009704124895735355
1108,8198,1.0
1108,8111,1.665873693212916e-06
1108,8042,1.0
1108,8012,0.3901755310776097
1109,8628,0.0
1109,8622,0.0
1109,8616,0.0
1109,8610,0.0
1109,8576,0.0007532785255787156
1111,9351,0.7001949364837114
1111,9291,0.0
1111,9279,0.0
1111,9234,0.018398183127716905
1111,9222,0.6129483386223915
1111,9219,1.0
1111,9216,4.073818152150466e-06
1111,9204,0.06889769408503044
1111,9177,1.7496115667370304e-11
1111,9099,0.012226865953124944
1111,9096,1.0
1111,9094,1.0
1111,9095,2.5453741755332437e-05
1111,9081,0.0
1111,9075,9.021958913280059e-08
1111,9069,0.0027117933643057146
1111,9042,0.0
1111,9021,5.592404317411592e-11
1112,10119,0.845154526439229
1112,10118,0.6382573203922516
1112,9951,0.9674719379608038
1112,9936,0.0
1112,9840,0.20930795008539527
1112,9807,0.8452541676528018
1112,9789,7.451050887397059e-10
1112,9732,0.0002156594451339089
1112,9726,0.5169028556620772
1112,9690,1.645350522494482e-13
1112,9687,1.0
1112,9657,1.0
1113,10457,0.0
1113,10424,0.006187426594259193
1113,10367,0.0
1113,10346,4.619638005465276e-13
1113,10343,0.0
1113,10337,0.0
1113,10289,3.768740874932064e-11
1113,10283,0.0
1113,10262,0.0
1113,10208,0.0
1113,10205,0.0
1113,10169,0.0
1114,10780,1.0
1114,10759,1.0
1114,10741,1.0
1114,10693,1.7940648966430217e-10
1114,10672,0.0
1114,10663,0.0
1114,10657,0.0
1114,10615,0.0
1114,10588,2.7010796131432535e-05
1114,10573,1.0
1114,10549,0.2482976674043872
1115,11629,3.5755953753380254e-11
1115,11578,0.00019160300293141752
1115,11577,1.1102230246251565e-16
1115,11575,0.0012767109449434155
1115,11576,0.0
1115,11539,0.0
1115,11485,4.6367421013826515e-10
1115,11461,0.0
1115,11451,0.0
1115,11448,0.00037235066467722344
1115,11431,0.0
1115,11413,1.0
1115,11407,0.0
1115,11404,0.6027569151564293
1115,11398,4.847344747815896e-12
1115,11368,0.0008887361006472139
1115,11314,1.0
1115,11313,1.0
1115,11293,0.007923821695434041
1115,11290,7.443944021257032e-05
1115,11233,0.02792592711021069
1115,11203,5.972999872483342e-13
1115,11197,7.244924216109894e-09
1115,11198,2.944887678157926e-08
1115,11194,1.0
1115,11188,0.136295884878476
1115,11185,0.0
1115,11110,3.5194915870562227e-09
1115,11086,0.0
1115,10948,5.875961905932314e-08
1115,10945,2.935683987126403e-06
1115,10897,0.004179238746993774
1115,10885,0.051102884766989765
1116,11953,0.0005793049318771892
1116,11939,5.613287612504791e-13
1116,11847,2.377461962033145e-05
1116,11841,1.0
1116,11836,0.06562650153433447
1116,11781,0.05808395914722775
1116,11730,1.0
1116,11717,6.039613253960852e-14
1117,12484,1.0
1117,12409,0.719406216271517
1117,12406,3.933483538887117e-10
1117,12385,0.0008088790404596757
1117,12349,0.3361479922692826
1117,12337,0.0
1117,12277,0.0
1117,12268,0.0
1117,12235,0.5400601813523089
1117,12220,0.0
1117,12217,2.445144564600099e-08
1117,12197,0.7464558511857546
1117,12190,0.49505587140911456
1117,12142,1.0
1117,12133,0.0032842511817032793
1117,12113,0.00524965973025926
1117,12100,0.0004294686482880783
1117,12091,0.0010753244870562728
1117,12085,0.0
1117,12070,0.0
1117,12057,1.0
1117,12052,1.0
1117,12028,0.0
1118,13236,0.0006170521873383183
1118,13224,5.619307241744309e-10
1118,13212,0.02468807604101997
1118,13203,0.003109989557802839
1118,13202,0.009255529490777903
1118,13196,0.6783725647275574
1118,13191,0.013771285274618239
1118,13182,0.5037841317526224
1118,13086,0.0
1118,13002,1.0
1118,12963,3.4046383490249355e-09
1118,12930,1.1142120559526347e-10
1118,12924,3.4389602276974074e-11
1118,12925,2.377461962033145e-05
1118,12926,1.3065104553788842e-12
1118,12921,0.5580951703220619
1118,12918,0.0
1118,12852,0.006276832425049617
1118,12834,1.0
1118,12819,1.0
1118,12767,1.0
1118,12753,0.0
1118,12747,0.0
1118,12743,0.0
1118,12737,3.776645662867395e-12
1118,12693,0.025651275637327497
1118,12687,3.748957614346793e-07
1118,12654,0.0
1118,12651,2.1446489240739552e-05
1119,13574,0.0
1119,13552,1.0
1119,13538,0.0
1119,13475,1.6632548109130063e-05
1119,13454,4.273092002460288e-08
1119,13400,0.003111461731652998
1119,13367,7.663936152368933e-11
1119,13352,0.03479474567818941
1119,13343,1.852115347122929e-05
1119,13334,2.5229921152281065e-08
1176,2020,2.2870594307278225e-14
1176,2041,1.0
1176,2044,1.0
1176,2047,0.6425200323476064
1176,2065,0.0826587236095705
1176,2164,0.0
1176,2224,8.708594204998032e-05
1176,2230,5.074679927385972e-07
1176,2302,0.0
1176,2311,0.0001589117811436891
1176,2365,0.0
1176,2380,0.0
1177,2454,2.134958876354176e-13
1177,2461,2.2459811788166917e-13
1177,2467,0.5075975693682822
1177,2469,0.03130126719124471
1177,2475,4.330215075398769e-10
1177,2478,0.0
1177,2481,0.0001332894264010065
1177,2486,0.00343926750768464
1177,2658,3.084006446463228e-05
1177,2667,0.2998016818617679
1177,2670,0.05052557198829555
1177,2676,3.3306690738754696e-16
1177,2694,0.1356956734534681
1177,2751,9.323986027709452e-12
1177,2772,0.8912253938461635
1177,2823,1.454760596431015e-07
1543,1607,0.19716621529130207
1543,1610,0.012488658650114393
1543,1625,1.1895761931057791e-08
1543,1637,0.28551270049757216
1543,1770,0.0
1543,2060,0.0
1543,2066,2.088271762867855e-05
1543,2069,2.7405062140717362e-05
1543,2072,2.496974253651807e-05
1543,2075,5.0568154996710746e-08
1543,2230,1.0
1543,2243,1.7263084850505095e-08
1543,2315,0.0
1543,2402,1.0
1543,2403,1.0
1543,2411,0.0033572756666984116
1543,2412,1.0
1543,2447,8.81256117680751e-05
1544,2487,1.0
1544,2505,0.5416099982645929
1544,2525,1.0
1544,2657,0.8292448095562336
1544,2660,0.0
1544,2673,0.0
1544,2675,0.0
1544,2708,0.0
1544,2720,7.105427357601002e-15
2237,1460,0.0
2237,1601,0.0
2237,1634,0.2759750285686279
2237,1646,1.9011045071515298e-08
2237,1742,0.0026075028225350794
2237,1769,8.617551117140465e-13
2237,1820,0.006960579412091827
2237,2043,0.003986650833104899
2237,2045,0.0
2237,2070,0.028190694192806287
2237,2162,0.0
2237,2177,1.1102230246251565e-16
2237,2237,0.0
2237,2238,0.0
2237,2259,3.6153158244900396e-10
2237,2273,1.1102230246251565e-15
2237,2289,1.0
2237,2333,4.807218668356761e-06
2237,2336,4.156231865781734e-06
2237,2390,6.8833827526759706e-15
2237,2393,0.0
2237,2435,0.0
2237,2462,0.0
2237,2474,1.0
2237,2477,0.0
2237,2489,1.0
2237,2525,0.6807781579104268
2237,2531,1.0
2237,2633,1.0047518372857667e-13
2237,2714,5.580613748890073e-10
2237,2717,3.682609772681644e-13
2237,2726,0.0
2237,2774,0.0
2237,2794,0.0
2237,2942,0.0
2237,3005,7.771561172376096e-16
2237,3008,0.0
2237,3154,1.0
2237,3164,1.1102230246251565e-16
2237,3200,3.187858610420591e-08
2237,3203,0.0
2237,3209,0.0
2237,3212,0.0
2237,3261,0.0019534562367260477
2237,3444,0.0
2237,3491,0.0013531516097822216
2237,3620,0.0
2237,3635,0.0
2237,3638,0.0
2237,3644,0.0
2237,3704,0.0
2237,3872,0.8716520333082499
2237,3889,0.0
2237,3938,0.0
2237,4061,0.0
2237,4094,0.0
2237,4113,1.433075880186152e-12
2237,4148,0.0
2237,4157,3.4189318043331696e-12
