gene_callers_id	source	accession	function	e_value
1671	KeggGhostKoala	K01761	 E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]	0
1964	KeggGhostKoala	K06996	 K06996; uncharacterized protein	0
1053	KeggGhostKoala	K02302	 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	0
730	KeggGhostKoala	K01933	 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	0
965	KeggGhostKoala	K00363	 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	0
393	KeggGhostKoala	K06911	 K06911; uncharacterized protein	0
386	KeggGhostKoala	K03704	 cspA; cold shock protein (beta-ribbon, CspA family)	0
2575	KeggGhostKoala	K02879	 RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	0
274	KeggGhostKoala	K00948	 PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	0
65	KeggGhostKoala	K00332	 nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	0
2001	KeggGhostKoala	K00615	 E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	0
1084	KeggGhostKoala	K09970	 aapQ, bztB; general L-amino acid transport system permease protein	0
918	KeggGhostKoala	K10253	 K10253; DOPA 4,5-dioxygenase [EC:1.14.99.-]	0
594	KeggGhostKoala	K02016	 ABC.FEV.S; iron complex transport system substrate-binding protein	0
366	KeggGhostKoala	K02025	 ABC.MS.P; multiple sugar transport system permease protein	0
35	KeggGhostKoala	K00459	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	0
2470	KeggGhostKoala	K02377	 TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]	0
103	KeggGhostKoala	K15256	 cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	0
1155	KeggGhostKoala	K00104	 glcD; glycolate oxidase [EC:1.1.3.15]	0
2218	KeggGhostKoala	K07043	 K07043; uncharacterized protein	0
1168	KeggGhostKoala	K01687	 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]	0
427	KeggGhostKoala	K02015	 ABC.FEV.P; iron complex transport system permease protein	0
1388	KeggGhostKoala	K02281	 cpaD; pilus assembly protein CpaD	0
2088	KeggGhostKoala	K07003	 K07003; uncharacterized protein	0
915	KeggGhostKoala	K03474	 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	0
2522	KeggGhostKoala	K17322	 K17322, glpP; glycerol transport system permease protein	0
2482	KeggGhostKoala	K01991	 wza, gfcE; polysaccharide biosynthesis/export protein	0
1499	KeggGhostKoala	K01652	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	0
2105	KeggGhostKoala	K05805	 creA; CreA protein	0
1748	KeggGhostKoala	K03694	 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	0
362	KeggGhostKoala	K07090	 K07090; uncharacterized protein	0
692	KeggGhostKoala	K00088	 IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	0
1649	KeggGhostKoala	K02034	 ABC.PE.P1; peptide/nickel transport system permease protein	0
2081	KeggGhostKoala	K02230	 cobN; cobaltochelatase CobN [EC:6.6.1.2]	0
2374	KeggGhostKoala	K09956	 K09956; uncharacterized protein	0
1851	KeggGhostKoala	K19058	 merC; mercuric ion transport protein	0
1474	KeggGhostKoala	K02495	 hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	0
1378	KeggGhostKoala	K17214	 K17214; inositol transport system permease protein	0
1085	KeggGhostKoala	K09971	 aapM, bztC; general L-amino acid transport system permease protein	0
1008	KeggGhostKoala	K02888	 RP-L21, MRPL21, rplU; large subunit ribosomal protein L21	0
609	KeggGhostKoala	K04080	 ibpA; molecular chaperone IbpA	0
1331	KeggGhostKoala	K01820	 rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	0
2257	KeggGhostKoala	K03602	 xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	0
2031	KeggGhostKoala	K03787	 surE; 5'-nucleotidase [EC:3.1.3.5]	0
1768	KeggGhostKoala	K19341	 nosY; Cu-processing system permease protein	0
2237	KeggGhostKoala	K02519	 infB, MTIF2; translation initiation factor IF-2	0
2540	KeggGhostKoala	K03667	 hslU; ATP-dependent HslUV protease ATP-binding subunit HslU	0
1596	KeggGhostKoala	K02004	 ABC.CD.P; putative ABC transport system permease protein	0
186	KeggGhostKoala	K01251	 E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	0
1376	KeggGhostKoala	K06606	 iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]	0
1909	KeggGhostKoala	K00520	 merA; mercuric reductase [EC:1.16.1.1]	0
1440	KeggGhostKoala	K02968	 RP-S20, rpsT; small subunit ribosomal protein S20	0
939	KeggGhostKoala	K04101	 ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	0
563	KeggGhostKoala	K02335	 polA; DNA polymerase I [EC:2.7.7.7]	0
2541	KeggGhostKoala	K01419	 hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	0
2267	KeggGhostKoala	K10764	 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	0
612	KeggGhostKoala	K00252	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	0
1214	KeggGhostKoala	K01443	 nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	0
961	KeggGhostKoala	K03336	 iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	0
1881	KeggGhostKoala	K06058	 DTX; deltex [EC:2.3.2.27]	0
1579	KeggGhostKoala	K00823	 puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0
2225	KeggGhostKoala	K16554	 exoP, vpsO; polysaccharide biosynthesis transport protein	0
1323	KeggGhostKoala	K01647	 CS, gltA; citrate synthase [EC:2.3.3.1]	0
2311	KeggGhostKoala	K03526	 gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	0
2412	KeggGhostKoala	K00609	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0
2432	KeggGhostKoala	K01972	 E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]	0
1520	KeggGhostKoala	K00065	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	0
671	KeggGhostKoala	K15509	 hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	0
1856	KeggGhostKoala	K02004	 ABC.CD.P; putative ABC transport system permease protein	0
2191	KeggGhostKoala	K03070	 secA; preprotein translocase subunit SecA	0
34	KeggGhostKoala	K07516	 fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0
1424	KeggGhostKoala	K00684	 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	0
2235	KeggGhostKoala	K02600	 nusA; N utilization substance protein A	0
1213	KeggGhostKoala	K00925	 ackA; acetate kinase [EC:2.7.2.1]	0
14	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
1000	KeggGhostKoala	K00147	 proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	0
2578	KeggGhostKoala	K06199	 crcB, FEX; fluoride exporter	0
1102	KeggGhostKoala	K02881	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	0
253	KeggGhostKoala	K01420	 fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	0
464	KeggGhostKoala	K00133	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
524	KeggGhostKoala	K05712	 mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	0
1565	KeggGhostKoala	K00799	 GST, gst; glutathione S-transferase [EC:2.5.1.18]	0
1434	KeggGhostKoala	K04564	 SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	0
2618	KeggGhostKoala	K00876	 udk, UCK; uridine kinase [EC:2.7.1.48]	0
787	KeggGhostKoala	K00955	 cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	0
1663	KeggGhostKoala	K00525	 E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0
1389	KeggGhostKoala	K02282	 cpaE, tadZ; pilus assembly protein CpaE	0
1729	KeggGhostKoala	K06196	 ccdA; cytochrome c-type biogenesis protein	0
1138	KeggGhostKoala	K02030	 ABC.PA.S; polar amino acid transport system substrate-binding protein	0
504	KeggGhostKoala	K01995	 livG; branched-chain amino acid transport system ATP-binding protein	0
1534	KeggGhostKoala	K02033	 ABC.PE.P; peptide/nickel transport system permease protein	0
1476	KeggGhostKoala	K09791	 K09791; uncharacterized protein	0
2360	KeggGhostKoala	K07305	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	0
866	KeggGhostKoala	K01915	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	0
1890	KeggGhostKoala	K01647	 CS, gltA; citrate synthase [EC:2.3.3.1]	0
932	KeggGhostKoala	K02400	 flhA; flagellar biosynthesis protein FlhA	0
1725	KeggGhostKoala	K01997	 livH; branched-chain amino acid transport system permease protein	0
284	KeggGhostKoala	K03703	 uvrC; excinuclease ABC subunit C	0
2550	KeggGhostKoala	K00005	 gldA; glycerol dehydrogenase [EC:1.1.1.6]	0
2091	KeggGhostKoala	K01439	 dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	0
981	KeggGhostKoala	K01991	 wza, gfcE; polysaccharide biosynthesis/export protein	0
1686	KeggGhostKoala	K01735	 aroB; 3-dehydroquinate synthase [EC:4.2.3.4]	0
2197	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
1516	KeggGhostKoala	K03743	 pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]	0
2454	KeggGhostKoala	K00058	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	0
395	KeggGhostKoala	K07729	 K07729; putative transcriptional regulator	0
291	KeggGhostKoala	K00943	 tmk, DTYMK; dTMP kinase [EC:2.7.4.9]	0
1420	KeggGhostKoala	K03088	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	0
2259	KeggGhostKoala	K03215	 rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	0
2245	KeggGhostKoala	K02411	 fliH; flagellar assembly protein FliH	0
471	KeggGhostKoala	K01644	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	0
515	KeggGhostKoala	K03088	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	0
21	KeggGhostKoala	K01995	 livG; branched-chain amino acid transport system ATP-binding protein	0
575	KeggGhostKoala	K05569	 mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E	0
1580	KeggGhostKoala	K00626	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0
1404	KeggGhostKoala	K02563	 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	0
2273	KeggGhostKoala	K00548	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0
1530	KeggGhostKoala	K01707	 kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	0
1081	KeggGhostKoala	K07234	 K07234; uncharacterized protein involved in response to NO	0
1171	KeggGhostKoala	K12373	 HEXA_B; hexosaminidase [EC:3.2.1.52]	0
1602	KeggGhostKoala	K02434	 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	0
1284	KeggGhostKoala	K12369	 dppB; dipeptide transport system permease protein	0
450	KeggGhostKoala	K17323	 glpQ; glycerol transport system permease protein	0
448	KeggGhostKoala	K02520	 infC, MTIF3; translation initiation factor IF-3	0
1184	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
364	KeggGhostKoala	K10111	 malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	0
1907	KeggGhostKoala	K07393	 ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	0
1370	KeggGhostKoala	K01847	 MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	0
1518	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
1196	KeggGhostKoala	K03088	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	0
1747	KeggGhostKoala	K02503	 HINT1, hinT, hit; histidine triad (HIT) family protein	0
1616	KeggGhostKoala	K03498	 trkH, trkG, ktrB; trk system potassium uptake protein	0
1035	KeggGhostKoala	K07334	 higB-1; toxin HigB-1	0
1887	KeggGhostKoala	K15034	 yaeJ; ribosome-associated protein	0
423	KeggGhostKoala	K01885	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	0
1776	KeggGhostKoala	K01695	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]	0
870	KeggGhostKoala	K10126	 dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	0
243	KeggGhostKoala	K07231	 K07231; putative iron-regulated protein	0
802	KeggGhostKoala	K09959	 K09959; uncharacterized protein	0
2059	KeggGhostKoala	K03306	 TC.PIT; inorganic phosphate transporter, PiT family	0
923	KeggGhostKoala	K01845	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	0
2598	KeggGhostKoala	K21645	 hypT, qseD; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT	0
2495	KeggGhostKoala	K02026	 ABC.MS.P1; multiple sugar transport system permease protein	0
1030	KeggGhostKoala	K09968	 K09968; uncharacterized protein	0
1090	KeggGhostKoala	K00639	 kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	0
1419	KeggGhostKoala	K02503	 HINT1, hinT, hit; histidine triad (HIT) family protein	0
2082	KeggGhostKoala	K02234	 cobW; cobalamin biosynthesis protein CobW	0
495	KeggGhostKoala	K02052	 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	0
2265	KeggGhostKoala	K04102	 pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]	0
589	KeggGhostKoala	K02837	 prfC; peptide chain release factor 3	0
2044	KeggGhostKoala	K00876	 udk, UCK; uridine kinase [EC:2.7.1.48]	0
1199	KeggGhostKoala	K01754	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	0
2034	KeggGhostKoala	K03117	 tatB; sec-independent protein translocase protein TatB	0
1026	KeggGhostKoala	K02004	 ABC.CD.P; putative ABC transport system permease protein	0
2446	KeggGhostKoala	K00220	 tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	0
2512	KeggGhostKoala	K02483	 K02483; two-component system, OmpR family, response regulator	0
1098	KeggGhostKoala	K03076	 secY; preprotein translocase subunit SecY	0
2635	KeggGhostKoala	K10440	 rbsC; ribose transport system permease protein	0
431	KeggGhostKoala	K00772	 mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0
2283	KeggGhostKoala	K01657	 trpE; anthranilate synthase component I [EC:4.1.3.27]	0
209	KeggGhostKoala	K03210	 yajC; preprotein translocase subunit YajC	0
478	KeggGhostKoala	K01255	 CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	0
1438	KeggGhostKoala	K13584	 ctrA; two-component system, cell cycle response regulator CtrA	0
1869	KeggGhostKoala	K07289	 asmA; AsmA protein	0
1528	KeggGhostKoala	K18982	 gli; D-galactarolactone isomerase [EC:5.4.1.4]	0
2342	KeggGhostKoala	K03327	 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	0
2049	KeggGhostKoala	K01873	 VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	0
2525	KeggGhostKoala	K17321	 glpV; glycerol transport system substrate-binding protein	0
2124	KeggGhostKoala	K13587	 cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	0
2361	KeggGhostKoala	K01610	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	0
501	KeggGhostKoala	K06911	 K06911; uncharacterized protein	0
1337	KeggGhostKoala	K10562	 rhaT; rhamnose transport system ATP-binding protein [EC:3.6.3.17]	0
673	KeggGhostKoala	K10440	 rbsC; ribose transport system permease protein	0
1393	KeggGhostKoala	K01892	 HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	0
1691	KeggGhostKoala	K02065	 mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	0
581	KeggGhostKoala	K02426	 sufE; cysteine desulfuration protein SufE	0
1045	KeggGhostKoala	K20036	 dmdD; (methylthio)acryloyl-CoA hydratase [EC:4.2.1.155]	0
1354	KeggGhostKoala	K15581	 oppB; oligopeptide transport system permease protein	0
210	KeggGhostKoala	K03072	 secD; preprotein translocase subunit SecD	0
484	KeggGhostKoala	K00954	 E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0
500	KeggGhostKoala	K01118	 acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]	0
1357	KeggGhostKoala	K01783	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	0
41	KeggGhostKoala	K00252	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	0
1603	KeggGhostKoala	K13599	 ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX	0
1466	KeggGhostKoala	K01870	 IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	0
1712	KeggGhostKoala	K18066	 TYW5; tRNA wybutosine-synthesizing protein 5 [EC:1.14.11.42]	0
1216	KeggGhostKoala	K18676	 gspK; glucosamine kinase [EC:2.7.1.8]	0
1325	KeggGhostKoala	K00989	 rph; ribonuclease PH [EC:2.7.7.56]	0
1915	KeggGhostKoala	K03980	 murJ, mviN; putative peptidoglycan lipid II flippase	0
2051	KeggGhostKoala	K07735	 algH; putative transcriptional regulator	0
2309	KeggGhostKoala	K02911	 RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	0
276	KeggGhostKoala	K01056	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	0
2551	KeggGhostKoala	K03654	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0
2466	KeggGhostKoala	K02004	 ABC.CD.P; putative ABC transport system permease protein	0
56	KeggGhostKoala	K13541	 cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	0
2318	KeggGhostKoala	K00337	 nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	0
614	KeggGhostKoala	K01631	 dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]	0
2024	KeggGhostKoala	K01011	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	0
873	KeggGhostKoala	K11690	 dctM; C4-dicarboxylate transporter, DctM subunit	0
1176	KeggGhostKoala	K02867	 RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	0
2493	KeggGhostKoala	K10111	 malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	0
46	KeggGhostKoala	K07335	 bmpA, bmpB, tmpC; basic membrane protein A and related proteins	0
1670	KeggGhostKoala	K01207	 nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	0
1840	KeggGhostKoala	K02026	 ABC.MS.P1; multiple sugar transport system permease protein	0
1352	KeggGhostKoala	K01589	 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	0
1707	KeggGhostKoala	K02622	 parE; topoisomerase IV subunit B [EC:5.99.1.-]	0
1377	KeggGhostKoala	K17213	 K17213; inositol transport system substrate-binding protein	0
2653	KeggGhostKoala	K01952	 purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	0
2269	KeggGhostKoala	K01142	 E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	0
1949	KeggGhostKoala	K01805	 xylA; xylose isomerase [EC:5.3.1.5]	0
2391	KeggGhostKoala	K00058	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	0
2557	KeggGhostKoala	K03218	 rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	0
1207	KeggGhostKoala	K02340	 holA; DNA polymerase III subunit delta [EC:2.7.7.7]	0
567	KeggGhostKoala	K03789	 rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0
1269	KeggGhostKoala	K02018	 modB; molybdate transport system permease protein	0
846	KeggGhostKoala	K00239	 sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	0
119	KeggGhostKoala	K18707	 mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	0
927	KeggGhostKoala	K13584	 ctrA; two-component system, cell cycle response regulator CtrA	0
1921	KeggGhostKoala	K05527	 bolA; BolA family transcriptional regulator, general stress-responsive regulator	0
2369	KeggGhostKoala	K01091	 gph; phosphoglycolate phosphatase [EC:3.1.3.18]	0
1505	KeggGhostKoala	K00627	 DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0
874	KeggGhostKoala	K02346	 dinB; DNA polymerase IV [EC:2.7.7.7]	0
