,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
118,663,0.0,1.0,0.0,0.0,0.196,0.268,0.232,0.304,0.0,0.498,0.0,0.502,0.0,0.888,0.0,0.112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,636,1.0,0.0,0.0,0.0,0.274,0.208,0.248,0.27,0.146,0.0,0.0,0.854,0.86,0.0,0.0,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,561,0.0,0.0,1.0,0.0,0.254,0.25,0.266,0.23,0.576,0.002,0.418,0.004,0.236,0.002,0.762,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,426,0.0,1.0,0.0,0.0,0.232,0.244,0.256,0.268,0.002,0.67,0.0,0.328,0.004,0.664,0.0,0.332,0.0,0.102,0.0,0.898,0.0,0.128,0.0,0.872
118,384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,315,1.0,0.0,0.0,0.0,0.318,0.196,0.28,0.206,0.092,0.0,0.908,0.0,0.018,0.0,0.982,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,291,0.0,0.0,0.0,1.0,0.228,0.268,0.226,0.278,0.0,0.768,0.0,0.232,0.0,0.946,0.0,0.054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9682,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,0.628,0.0,0.372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9751,0.334,0.044,0.046,0.576,0.292,0.236,0.222,0.25,0.23,0.0,0.0,0.77,0.768,0.0,0.0,0.232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
648,9817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,9945,0.654,0.048,0.044,0.254,0.194,0.514,0.16,0.132,0.0,0.0,0.0,1.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
649,10173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.084,0.0,0.916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
649,10242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.228,0.0,0.772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1095,1417,0.0,0.0,0.932,0.068,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.264,0.224,0.264,0.248,0.256,0.258,0.25,0.236,0.238,0.28,0.222,0.26
1095,1402,0.016,0.984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.246,0.282,0.232,0.268,0.248,0.254,0.23,0.244,0.248,0.238,0.27
1095,1336,0.026,0.0,0.974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.252,0.262,0.244,0.242,0.272,0.244,0.25,0.234,0.212,0.27,0.258,0.26
1095,1303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1295,0.15,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.274,0.208,0.26,0.258,0.27,0.254,0.278,0.198,0.23,0.26,0.256,0.254
1095,1261,0.006,0.0,0.0,0.994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.916,0.0,0.0,0.084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1213,0.0,0.98,0.0,0.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.242,0.22,0.278,0.26,0.208,0.262,0.288,0.242,0.244,0.234,0.272,0.25
1095,1198,0.032,0.0,0.968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.252,0.234,0.254,0.26,0.218,0.254,0.238,0.29,0.242,0.228,0.27,0.26
1095,1183,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1159,0.0,0.724,0.0,0.276,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1102,0.424,0.002,0.0,0.574,0.0,0.0,0.0,1.0,0.774,0.0,0.0,0.226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1072,0.524,0.0,0.0,0.476,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1098,3532,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.332,0.0,0.668,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3346,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.958,0.042,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1098,3306,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022,0.0,0.978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3259,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3253,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3247,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006,0.0,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3100,0.0,0.0,1.0,0.0,0.248,0.234,0.252,0.266,0.0,0.002,0.158,0.84,0.0,0.0,0.232,0.768,0.0,0.0,0.988,0.012,0.0,0.0,0.0,1.0
1098,3097,0.0,1.0,0.0,0.0,0.23,0.242,0.242,0.286,0.002,0.118,0.002,0.878,0.002,0.266,0.004,0.728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3094,0.0,0.0,0.0,1.0,0.242,0.29,0.226,0.242,0.002,0.638,0.0,0.36,0.002,0.564,0.008,0.426,0.0,0.42,0.0,0.58,0.0,0.886,0.0,0.114
1098,3082,0.0,0.0,1.0,0.0,0.266,0.268,0.23,0.236,0.212,0.002,0.786,0.0,0.064,0.0,0.936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3064,0.0,0.0,0.0,1.0,0.244,0.256,0.27,0.23,0.0,0.0,0.094,0.906,0.0,0.0,0.028,0.972,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3058,0.0,0.0,1.0,0.0,0.296,0.21,0.262,0.232,0.052,0.0,0.948,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928,0.0,0.072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,2854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.602,0.0,0.398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,2716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.218,0.0,0.782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,4567,0.062,0.0,0.0,0.938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.232,0.246,0.212,0.31,0.282,0.222,0.264,0.232,0.252,0.236,0.258,0.254
1099,4561,0.506,0.422,0.032,0.04,0.258,0.292,0.248,0.202,0.514,0.486,0.0,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4504,0.594,0.296,0.066,0.044,0.292,0.276,0.21,0.222,0.334,0.666,0.0,0.0,0.66,0.34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4498,0.39,0.03,0.034,0.546,0.24,0.22,0.234,0.306,0.388,0.0,0.0,0.612,0.598,0.0,0.0,0.402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4459,0.966,0.034,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22,0.274,0.27,0.236,0.24,0.272,0.252,0.236,0.24,0.272,0.23,0.258
1099,4402,0.004,0.17,0.826,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1099,4327,0.0,0.562,0.008,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.002,0.25,0.258,0.228,0.264,0.22,0.254,0.252,0.274,0.24,0.218,0.24,0.302
1099,4285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.248,0.254,0.23,0.268,0.238,0.27,0.256,0.236,0.27,0.226,0.258,0.246
1099,4264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4165,0.59,0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.406,0.0,0.0,0.594,0.234,0.26,0.224,0.282,0.256,0.226,0.25,0.268,0.252,0.26,0.25,0.238
1102,5787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.254,0.246,0.262,0.238,0.222,0.278,0.244,0.246,0.272,0.238
1102,5706,0.0,0.174,0.0,0.826,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,0.288,0.234,0.248,0.25,0.296,0.198,0.256,0.268,0.242,0.28,0.21
1102,5670,0.0,0.702,0.0,0.298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002,0.972,0.0,0.026,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,6291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.078,0.0,0.922,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,6230,0.206,0.794,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.242,0.278,0.252,0.228,0.246,0.254,0.25,0.25,0.262,0.246,0.26,0.232
1103,6216,0.098,0.0,0.902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.242,0.278,0.242,0.238,0.25,0.268,0.256,0.226,0.248,0.244,0.254,0.254
1103,5937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.0,0.996,0.968,0.004,0.0,0.028,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,5877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1104,6724,0.58,0.0,0.0,0.42,1.0,0.0,0.0,0.0,0.412,0.0,0.0,0.588,0.254,0.268,0.268,0.21,0.25,0.234,0.258,0.258,0.254,0.234,0.252,0.26
1104,6716,0.002,0.998,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058,0.942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6705,0.472,0.452,0.03,0.046,0.218,0.258,0.292,0.232,0.454,0.542,0.002,0.002,0.526,0.468,0.006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,0.45,0.026,0.038,0.486,0.254,0.244,0.222,0.28,0.522,0.0,0.0,0.478,0.482,0.0,0.0,0.518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1104,6652,0.398,0.528,0.034,0.04,0.272,0.25,0.232,0.246,0.832,0.168,0.0,0.0,0.17,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6530,0.214,0.264,0.252,0.27,0.224,0.214,0.272,0.29,0.0,0.0,0.472,0.528,0.0,0.0,0.524,0.476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6518,0.548,0.0,0.0,0.452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.246,0.25,0.234,0.258,0.234,0.256,0.252,0.262,0.262,0.228,0.248
1104,6503,0.244,0.0,0.756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.248,0.262,0.24,0.25,0.254,0.252,0.274,0.22,0.242,0.254,0.26,0.244
1104,6488,0.206,0.0,0.794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.244,0.258,0.258,0.24,0.224,0.216,0.304,0.256,0.24,0.26,0.24,0.26
1104,6470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.168,0.0,0.832,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1104,6446,0.01,0.0,0.17,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.276,0.22,0.274,0.23,0.246,0.244,0.238,0.272,0.236,0.262,0.252,0.25
1104,6425,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.162,0.0,0.838,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1106,7452,0.99,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.214,0.264,0.242,0.28,0.234,0.246,0.256,0.264,0.26,0.256,0.23,0.254
1106,7398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.958,0.0,0.042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1106,7359,0.0,0.0,0.016,0.984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.248,0.242,0.246,0.264,0.232,0.26,0.284,0.224,0.264,0.256,0.25,0.23
1106,7317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.26,0.25,0.256,0.234,0.206,0.288,0.258,0.248,0.256,0.21,0.248,0.286
1106,7269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.258,0.262,0.228,0.252,0.23,0.226,0.266,0.278,0.22,0.278,0.27,0.232
1106,7257,0.994,0.0,0.006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.238,0.246,0.268,0.248,0.228,0.278,0.27,0.224,0.208,0.238,0.256,0.298
1106,7239,0.04,0.0,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.224,0.274,0.24,0.262,0.224,0.242,0.28,0.254,0.236,0.262,0.246,0.256
1106,7189,0.0,0.342,0.0,0.658,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,0.25,0.25,0.27,0.24,0.276,0.24,0.244,0.252,0.236,0.216,0.296
1107,7876,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056,0.944,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1107,7870,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.94,0.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1107,7864,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022,0.978,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7738,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024,0.0,0.976,0.0,0.93,0.0,0.07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1108,8111,0.966,0.0,0.034,0.0,1.0,0.0,0.0,0.0,0.036,0.0,0.964,0.0,0.98,0.0,0.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1109,8628,0.726,0.0,0.0,0.274,1.0,0.0,0.0,0.0,0.23,0.0,0.0,0.77,0.342,0.0,0.008,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,8622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.978,0.0,0.0,0.022,0.194,0.006,0.412,0.388,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1109,8616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0,0.134,0.0,0.866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,8610,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028,0.972,0.0,0.0,0.194,0.014,0.0,0.792,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1111,9291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.862,0.0,0.0,0.138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9279,0.022,0.0,0.0,0.978,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.624,0.0,0.0,0.376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,9216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.224,0.248,0.26,0.268,0.258,0.23,0.26,0.252,0.264,0.224,0.256,0.256
1111,9177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.222,0.266,0.24,0.272,0.246,0.238,0.252,0.264,0.232,0.234,0.278,0.256
1111,9095,0.042,0.028,0.522,0.408,0.242,0.23,0.26,0.268,0.004,0.008,0.576,0.412,0.008,0.004,0.522,0.466,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9081,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022,0.978,0.0,0.0,0.984,0.016,0.0,0.0,0.0,1.0,0.0
1111,9075,0.142,0.0,0.858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.244,0.266,0.254,0.236,0.264,0.236,0.248,0.252,0.26,0.246,0.218,0.276
1111,9042,0.122,0.0,0.0,0.878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,0.242,0.278,0.24,0.248,0.27,0.24,0.242,0.226,0.234,0.272,0.268
1111,9021,0.0,0.04,0.0,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.272,0.26,0.244,0.224,0.222,0.312,0.236,0.23,0.268,0.214,0.24,0.278
1112,9936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.548,0.0,0.452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9789,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.964,0.0,0.036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1112,9732,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.262,0.222,0.264,0.252,0.23,0.304,0.252,0.214,0.222,0.268,0.274,0.236
1112,9690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.228,0.254,0.268,0.25,0.24,0.256,0.226,0.278,0.24,0.262,0.266,0.232
1113,10457,0.0,0.0,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1113,10367,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.96,0.0,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1113,10346,0.998,0.0,0.002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.238,0.284,0.24,0.238,0.276,0.276,0.252,0.196,0.256,0.258,0.22,0.266
1113,10343,0.954,0.0,0.0,0.046,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.256,0.248,0.242,0.254,0.262,0.248,0.264,0.226,0.238,0.256,0.258,0.248
1113,10337,0.896,0.0,0.0,0.104,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.236,0.234,0.276,0.254,0.282,0.268,0.232,0.218,0.224,0.226,0.274,0.276
1113,10289,0.044,0.0,0.956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.258,0.242,0.258,0.242,0.236,0.272,0.23,0.262,0.242,0.252,0.25,0.256
1113,10283,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.344,0.0,0.656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1113,10262,0.51,0.0,0.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.228,0.256,0.266,0.248,0.256,0.244,0.252,0.26,0.232,0.28,0.228
1113,10208,0.666,0.334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.292,0.248,0.23,0.23,0.3,0.226,0.23,0.244,0.252,0.256,0.242,0.25
1113,10205,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1113,10169,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1114,10693,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1114,10672,0.186,0.0,0.0,0.814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.228,0.256,0.258,0.258,0.26,0.26,0.258,0.222,0.272,0.258,0.236,0.234
1114,10663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.104,0.0,0.896,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1114,10657,0.792,0.208,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.164,0.412,0.422,0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1114,10615,0.988,0.0,0.0,0.012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.238,0.254,0.282,0.226,0.254,0.232,0.242,0.272,0.25,0.242,0.23,0.278
1114,10588,0.22,0.268,0.254,0.258,0.272,0.22,0.246,0.262,0.484,0.002,0.0,0.514,0.598,0.0,0.0,0.402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1115,11629,0.0,0.108,0.0,0.892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.29,0.23,0.23,0.234,0.26,0.222,0.284,0.256,0.28,0.228,0.236
1115,11578,0.702,0.104,0.194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.228,0.298,0.222,0.252,0.206,0.268,0.248,0.278,0.23,0.268,0.264,0.238
1115,11577,0.87,0.0,0.0,0.13,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.998,0.22,0.244,0.26,0.276,0.262,0.238,0.272,0.228,0.248,0.266,0.242,0.244
1115,11576,0.0,0.152,0.848,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.216,0.304,0.246,0.234,0.248,0.238,0.27,0.244,0.23,0.26,0.268,0.242
1115,11539,0.82,0.0,0.0,0.18,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.252,0.24,0.254,0.254,0.234,0.236,0.27,0.26,0.242,0.28,0.258,0.22
