,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
648,9751,0.316,0.154,0.144,0.386,0.97,0.0,0.0,0.03,0.022,0.0,0.0,0.978,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.286,0.222,0.192,0.3,1.0,0.0,0.0,0.0,0.228,0.212,0.238,0.322
648,9817,0.12,0.466,0.162,0.252,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,9945,0.34,0.346,0.1,0.214,0.506,0.0,0.0,0.494,0.49,0.002,0.0,0.508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.194,0.398,0.144,0.264,1.0,0.0,0.0,0.0,0.272,0.242,0.206,0.28
649,10173,0.156,0.496,0.16,0.188,0.0,0.086,0.0,0.914,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
649,10242,0.502,0.12,0.25,0.128,0.438,0.0,0.562,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.036,0.0,0.964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1095,1417,0.248,0.244,0.254,0.254,0.27,0.244,0.23,0.256,0.0,0.0,0.0,1.0,0.252,0.246,0.246,0.256,0.26,0.25,0.242,0.248,0.0,0.0,0.004,0.996,0.22,0.236,0.262,0.282,0.0,0.0,1.0,0.0
1095,1402,0.202,0.248,0.272,0.278,0.246,0.276,0.238,0.24,0.0,1.0,0.0,0.0,0.248,0.234,0.272,0.246,0.254,0.214,0.266,0.266,0.362,0.638,0.0,0.0,0.252,0.264,0.282,0.202,1.0,0.0,0.0,0.0
1095,1336,0.274,0.242,0.246,0.238,0.232,0.254,0.28,0.234,0.0,0.0,1.0,0.0,0.256,0.25,0.284,0.21,0.224,0.234,0.262,0.28,0.554,0.0,0.446,0.0,0.252,0.244,0.278,0.226,1.0,0.0,0.0,0.0
1095,1303,0.514,0.134,0.228,0.124,0.9,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1095,1295,0.302,0.24,0.238,0.22,0.254,0.232,0.268,0.246,1.0,0.0,0.0,0.0,0.244,0.27,0.236,0.25,0.222,0.26,0.228,0.29,0.996,0.0,0.004,0.0,0.246,0.234,0.252,0.268,0.0,0.0,1.0,0.0
1095,1261,0.202,0.138,0.136,0.524,0.972,0.0,0.0,0.028,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.078,0.0,0.0,0.922,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1213,0.248,0.282,0.242,0.228,0.248,0.274,0.252,0.226,0.0,1.0,0.0,0.0,0.252,0.28,0.222,0.246,0.19,0.286,0.274,0.25,0.0,0.7,0.0,0.3,0.268,0.216,0.276,0.24,0.0,0.0,0.0,1.0
1095,1198,0.266,0.23,0.238,0.266,0.268,0.264,0.254,0.214,1.0,0.0,0.0,0.0,0.256,0.238,0.256,0.25,0.272,0.276,0.208,0.244,0.992,0.0,0.008,0.0,0.274,0.212,0.26,0.254,0.0,0.0,1.0,0.0
1095,1183,0.112,0.16,0.488,0.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1159,0.15,0.282,0.172,0.396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1095,1102,0.256,0.24,0.236,0.268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.218,0.272,0.242,0.268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1072,0.238,0.276,0.226,0.26,0.016,0.0,0.0,0.984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.238,0.254,0.252,0.256,0.062,0.0,0.0,0.938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1098,3532,0.41,0.152,0.322,0.116,0.58,0.0,0.42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3346,0.12,0.162,0.472,0.246,0.0,0.0,0.778,0.222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3306,0.428,0.146,0.3,0.126,0.024,0.0,0.976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3259,0.284,0.132,0.442,0.142,0.02,0.0,0.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3253,0.262,0.136,0.472,0.13,0.016,0.0,0.984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3247,0.132,0.244,0.148,0.476,0.0,0.006,0.0,0.994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1098,3100,0.134,0.132,0.348,0.386,0.002,0.006,0.338,0.654,0.006,0.0,0.436,0.558,0.0,0.0,0.402,0.598,0.0,0.0,0.37,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.252,0.26,0.246,0.242
1098,3097,0.178,0.328,0.124,0.37,0.002,0.438,0.002,0.558,0.0,0.468,0.002,0.53,0.0,0.082,0.0,0.918,0.0,0.57,0.0,0.43,0.0,1.0,0.0,0.0,0.0,0.778,0.0,0.222,0.252,0.276,0.242,0.23
1098,3094,0.158,0.424,0.148,0.27,0.006,0.53,0.006,0.458,0.006,0.52,0.004,0.47,0.0,0.604,0.0,0.396,0.0,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.714,0.0,0.286,0.274,0.21,0.222,0.294
1098,3082,0.248,0.156,0.466,0.13,0.132,0.0,0.866,0.002,0.062,0.004,0.932,0.002,1.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,0.27,0.242,0.256,0.232
1098,3064,0.152,0.152,0.192,0.504,0.0,0.0,0.042,0.958,0.0,0.0,0.046,0.954,0.0,0.0,1.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.266,0.244,0.248,0.242
1098,3058,0.232,0.128,0.492,0.148,0.026,0.0,0.974,0.0,0.05,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.932,0.0,0.068,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.256,0.264,0.248,0.232
1098,3000,0.348,0.148,0.342,0.162,0.762,0.0,0.238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,2854,0.472,0.154,0.23,0.144,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,2716,0.12,0.524,0.14,0.216,0.0,0.306,0.0,0.694,0.0,0.0,0.0,1.0,0.0,0.018,0.0,0.982,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,0.0,0.27,0.0,0.0,0.0,1.0
1099,4567,0.244,0.268,0.226,0.262,0.258,0.262,0.244,0.236,0.0,0.0,0.0,1.0,0.242,0.264,0.274,0.22,0.25,0.252,0.254,0.244,0.514,0.0,0.0,0.486,0.254,0.266,0.244,0.236,1.0,0.0,0.0,0.0
1099,4561,0.302,0.408,0.118,0.172,0.178,0.822,0.0,0.0,0.522,0.478,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.266,0.252,0.246,0.236,1.0,0.0,0.0,0.0,0.256,0.236,0.256,0.252
1099,4504,0.5,0.228,0.146,0.126,0.816,0.184,0.0,0.0,0.18,0.82,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.286,0.26,0.238,0.216,1.0,0.0,0.0,0.0,0.284,0.238,0.23,0.248
1099,4498,0.2,0.15,0.146,0.504,0.588,0.0,0.0,0.412,0.4,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.284,0.236,0.23,0.25,1.0,0.0,0.0,0.0,0.282,0.25,0.228,0.24
1099,4459,0.242,0.266,0.236,0.256,0.234,0.242,0.238,0.286,0.0,1.0,0.0,0.0,0.27,0.252,0.254,0.224,0.248,0.24,0.234,0.278,0.0,1.0,0.0,0.0,0.224,0.256,0.24,0.28,1.0,0.0,0.0,0.0
1099,4402,0.594,0.128,0.164,0.114,0.746,0.016,0.214,0.024,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002,0.998,0.0,0.312,0.256,0.232,0.2,0.0,1.0,0.0,0.0
1099,4327,0.198,0.42,0.184,0.198,0.22,0.258,0.266,0.256,0.0,0.0,0.726,0.274,0.238,0.306,0.224,0.232,0.282,0.25,0.21,0.258,0.0,0.156,0.276,0.568,0.242,0.246,0.258,0.254,0.0,0.0,0.0,1.0
1099,4285,0.252,0.258,0.24,0.25,0.258,0.236,0.256,0.25,1.0,0.0,0.0,0.0,0.248,0.236,0.264,0.252,0.274,0.26,0.246,0.22,0.0,1.0,0.0,0.0,0.23,0.274,0.25,0.246,1.0,0.0,0.0,0.0
1099,4264,0.552,0.124,0.178,0.146,0.974,0.0,0.026,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4165,0.248,0.262,0.226,0.264,0.258,0.22,0.286,0.236,1.0,0.0,0.0,0.0,0.224,0.254,0.276,0.246,0.258,0.254,0.25,0.238,0.0,0.0,0.0,1.0,0.286,0.224,0.246,0.244,1.0,0.0,0.0,0.0
1102,5787,0.268,0.244,0.262,0.226,0.258,0.236,0.244,0.262,1.0,0.0,0.0,0.0,0.24,0.246,0.264,0.25,0.276,0.21,0.27,0.244,0.0,0.0,0.0,1.0,0.25,0.264,0.25,0.236,1.0,0.0,0.0,0.0
1102,5706,0.246,0.282,0.202,0.27,0.268,0.258,0.226,0.248,0.0,1.0,0.0,0.0,0.27,0.212,0.25,0.268,0.238,0.27,0.244,0.248,0.0,0.002,0.0,0.998,0.236,0.27,0.228,0.266,0.0,0.0,0.0,1.0
1102,5670,0.218,0.294,0.212,0.276,0.002,0.974,0.0,0.024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.262,0.254,0.226,0.258,0.0,0.994,0.0,0.006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,6291,0.136,0.35,0.136,0.378,0.0,0.058,0.0,0.942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,6230,0.258,0.28,0.258,0.204,0.23,0.256,0.244,0.27,0.0,1.0,0.0,0.0,0.274,0.228,0.224,0.274,0.256,0.222,0.234,0.288,0.88,0.12,0.0,0.0,0.26,0.232,0.244,0.264,1.0,0.0,0.0,0.0
1103,6216,0.284,0.232,0.222,0.262,0.272,0.224,0.262,0.242,0.0,0.0,1.0,0.0,0.252,0.25,0.268,0.23,0.228,0.264,0.262,0.246,0.784,0.0,0.214,0.002,0.256,0.264,0.248,0.232,1.0,0.0,0.0,0.0
1103,5937,0.386,0.414,0.044,0.156,0.702,0.146,0.0,0.152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1103,5880,0.128,0.468,0.178,0.226,0.0,0.338,0.0,0.662,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1103,5877,0.512,0.126,0.192,0.17,0.29,0.0,0.71,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6724,0.242,0.236,0.254,0.268,0.246,0.264,0.274,0.216,1.0,0.0,0.0,0.0,0.232,0.272,0.224,0.272,0.28,0.238,0.224,0.258,0.0,0.0,0.0,1.0,0.214,0.264,0.258,0.264,1.0,0.0,0.0,0.0
1104,6716,0.166,0.56,0.146,0.128,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6705,0.32,0.38,0.136,0.164,0.488,0.476,0.01,0.026,0.416,0.58,0.002,0.002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.266,0.256,0.228,0.25,0.302,0.228,0.238,0.232,0.236,0.24,0.266,0.258
1104,6650,0.322,0.164,0.152,0.362,0.606,0.0,0.0,0.394,0.402,0.0,0.0,0.598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.216,0.244,0.29,0.0,0.0,0.0,1.0,0.236,0.272,0.242,0.25
1104,6652,0.41,0.29,0.146,0.154,0.54,0.46,0.0,0.0,0.47,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.274,0.266,0.236,0.224,0.0,1.0,0.0,0.0,0.248,0.218,0.266,0.268
1104,6530,0.242,0.276,0.258,0.224,0.0,0.0,0.39,0.61,0.0,0.0,0.61,0.39,0.0,0.0,1.0,0.0,0.228,0.218,0.272,0.282,0.234,0.28,0.264,0.222,0.0,0.0,1.0,0.0,0.26,0.24,0.25,0.25
1104,6518,0.302,0.242,0.228,0.228,0.252,0.232,0.25,0.266,0.0,0.0,0.0,1.0,0.226,0.244,0.28,0.25,0.24,0.222,0.27,0.268,0.924,0.0,0.0,0.076,0.224,0.252,0.234,0.29,1.0,0.0,0.0,0.0
1104,6503,0.242,0.252,0.24,0.266,0.282,0.212,0.25,0.256,0.0,0.0,1.0,0.0,0.25,0.264,0.218,0.268,0.28,0.252,0.224,0.244,0.846,0.0,0.154,0.0,0.236,0.294,0.25,0.22,1.0,0.0,0.0,0.0
1104,6488,0.25,0.26,0.25,0.24,0.274,0.238,0.236,0.252,1.0,0.0,0.0,0.0,0.246,0.276,0.25,0.228,0.246,0.24,0.272,0.242,1.0,0.0,0.0,0.0,0.246,0.24,0.278,0.236,0.0,0.0,1.0,0.0
1104,6470,0.14,0.426,0.13,0.304,0.0,0.16,0.0,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6446,0.478,0.152,0.17,0.2,0.314,0.24,0.222,0.224,0.0,0.0,0.0,1.0,0.256,0.246,0.258,0.24,0.282,0.206,0.232,0.28,0.014,0.0,0.768,0.218,0.372,0.224,0.21,0.194,0.0,0.0,1.0,0.0
1104,6425,0.24,0.156,0.462,0.142,0.042,0.0,0.958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1106,7452,0.26,0.26,0.204,0.276,0.268,0.238,0.246,0.248,1.0,0.0,0.0,0.0,0.274,0.226,0.25,0.25,0.246,0.256,0.27,0.228,0.0,1.0,0.0,0.0,0.238,0.226,0.256,0.28,1.0,0.0,0.0,0.0
1106,7398,0.14,0.266,0.148,0.446,0.0,0.914,0.0,0.086,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.96,0.0,1.0,0.0,0.0
1106,7359,0.236,0.244,0.28,0.24,0.228,0.26,0.26,0.252,0.0,0.0,0.0,1.0,0.278,0.228,0.244,0.25,0.254,0.236,0.27,0.24,0.0,0.0,0.586,0.414,0.266,0.244,0.246,0.244,0.0,0.0,1.0,0.0
1106,7317,0.24,0.292,0.25,0.218,0.236,0.282,0.272,0.21,0.0,0.0,1.0,0.0,0.26,0.294,0.214,0.232,0.23,0.26,0.232,0.278,0.102,0.0,0.898,0.0,0.292,0.22,0.24,0.248,1.0,0.0,0.0,0.0
1106,7269,0.218,0.256,0.254,0.272,0.26,0.25,0.244,0.246,0.0,0.0,0.0,1.0,0.224,0.282,0.232,0.262,0.24,0.25,0.272,0.238,0.0,0.01,0.0,0.99,0.256,0.262,0.264,0.218,0.0,1.0,0.0,0.0
1106,7257,0.28,0.24,0.218,0.262,0.258,0.232,0.302,0.208,0.0,0.0,1.0,0.0,0.254,0.24,0.246,0.26,0.254,0.236,0.284,0.226,0.022,0.0,0.978,0.0,0.228,0.262,0.266,0.244,1.0,0.0,0.0,0.0
1106,7239,0.274,0.228,0.254,0.244,0.242,0.226,0.254,0.278,1.0,0.0,0.0,0.0,0.266,0.24,0.256,0.238,0.25,0.256,0.254,0.24,0.998,0.0,0.002,0.0,0.234,0.278,0.246,0.242,0.0,0.0,1.0,0.0
1106,7189,0.23,0.27,0.246,0.254,0.276,0.242,0.226,0.256,0.0,1.0,0.0,0.0,0.248,0.266,0.25,0.236,0.264,0.232,0.244,0.26,0.0,0.026,0.0,0.974,0.234,0.286,0.216,0.264,0.0,0.0,0.0,1.0
1107,7876,0.14,0.152,0.288,0.42,0.0,0.0,0.034,0.966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,7870,0.126,0.428,0.146,0.3,0.0,0.968,0.0,0.032,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,1.0
1107,7864,0.134,0.15,0.274,0.442,0.0,0.0,0.054,0.946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1107,7738,0.462,0.14,0.256,0.142,0.862,0.0,0.138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.092,0.0,0.908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1108,8111,0.482,0.132,0.228,0.158,0.478,0.0,0.522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.998,0.0,0.002,0.0,1.0,0.0,0.0,0.0
1109,8628,0.174,0.092,0.29,0.444,0.382,0.0,0.032,0.586,0.538,0.0,0.0,0.462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.458,0.0,0.0,0.542,0.006,0.0,0.0,0.994,1.0,0.0,0.0,0.0
1109,8622,0.25,0.302,0.32,0.128,0.234,0.0,0.478,0.288,0.706,0.0,0.0,0.294,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,8616,0.37,0.142,0.35,0.138,0.178,0.0,0.822,0.0,0.84,0.0,0.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.994,0.0,0.006,0.0,0.0,0.0,1.0,0.0
1109,8610,0.19,0.33,0.054,0.426,0.32,0.12,0.0,0.56,0.484,0.516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002,0.998,0.0,0.0,0.998,0.002,0.0,0.0
1111,9291,0.48,0.144,0.166,0.21,0.918,0.0,0.0,0.082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,9279,0.188,0.18,0.122,0.51,0.618,0.0,0.0,0.382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.002,0.0,0.994,0.004,0.0,0.0,0.996,0.0,0.0,0.0,1.0
