scaffold	gene	gene_length	coverage	breadth	breadth_minCov	nucl_diversity	start	end	direction	partial	dNdS_substitutions	pNpS_variants	SNV_count	SNV_S_count	SNV_N_count	SNS_count	SNS_S_count	SNS_N_count	divergent_site_count
NORP83_3	NORP83_3_8	1098.0	39.53551912568307	1.0	1.0	0.010682528787623323	7070	8167	1	False		0.0	15.0	15.0	0.0	0.0	0.0	0.0	15.0
NORP83_3	NORP83_3_9	765.0	35.504575163398684	1.0	0.9307189542483659	0.011494310300671606	8164	8928	1	False		0.02333128672923428	14.0	13.0	1.0	0.0	0.0	0.0	14.0
NORP83_3	NORP83_3_10	774.0	36.81266149870801	1.0	0.9974160206718348	0.009625586743799541	8928	9701	1	False		0.06128577557148994	11.0	9.0	2.0	0.0	0.0	0.0	11.0
NORP83_3	NORP83_3_11	1893.0	44.349181193872155	1.0	1.0	0.009786381868855163	9717	11609	1	False		0.0566772295156176	24.0	20.0	4.0	0.0	0.0	0.0	24.0
NORP83_3	NORP83_3_12	1158.0	47.32901554404146	1.0	1.0	0.0082458193849817	11665	12822	1	False		0.023317036479879698	14.0	13.0	1.0	0.0	0.0	0.0	14.0
NORP83_3	NORP83_3_13	423.0	38.016548463356976	1.0	1.0	0.010839339266432102	12887	13309	-1	False		0.049160671462829736	7.0	6.0	1.0	0.0	0.0	0.0	7.0
NORP83_3	NORP83_3_14	768.0	44.74348958333334	1.0	1.0	0.009341641639669771	13352	14119	-1	False		0.14684329199549048	6.0	4.0	2.0	0.0	0.0	0.0	6.0
NORP83_3	NORP83_3_15	1005.0	39.19203980099503	1.0	0.999004975124378	0.009319252761236685	14154	15158	-1	False		0.0	11.0	11.0	0.0	0.0	0.0	0.0	11.0
NORP83_3	NORP83_3_16	423.0	39.32860520094562	1.0	0.8557919621749409	0.009796329789398815	15165	15587	-1	True		0.0904809956273124	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_4	NORP83_4_1	375.0	39.13066666666667	1.0	0.9786666666666668	0.01410016929096358	55	429	1	False		0.05832076420311719	11.0	9.0	2.0	0.0	0.0	0.0	11.0
NORP83_4	NORP83_4_2	240.0	43.99583333333333	1.0	1.0	0.00903900961081183	641	880	-1	False		0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0
NORP83_4	NORP83_4_3	291.0	46.96219931271478	1.0	1.0	0.0049513871317466976	894	1184	-1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_4	NORP83_4_4	936.0	47.29594017094017	1.0	1.0	0.007661092707998751	1230	2165	-1	False		0.05125673249551181	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_4	NORP83_4_5	1419.0	38.70613107822409	1.0	0.8400281888653982	0.011806998476886156	2392	3810	1	True		0.04341041282451417	22.0	19.0	3.0	0.0	0.0	0.0	22.0
NORP83_5	NORP83_5_1	1701.0	47.72486772486773	0.9947089947089948	0.9459141681363904	0.010544021578587805	0	1700	1	False		0.21916358810659545	25.0	14.0	11.0	0.0	0.0	0.0	25.0
NORP83_5	NORP83_5_2	1005.0	50.78706467661691	1.0	1.0	0.010020595106912444	1702	2706	1	False		0.069920976292888	16.0	13.0	3.0	0.0	0.0	0.0	16.0
NORP83_5	NORP83_5_3	747.0	69.46184738955823	1.0	1.0	0.007987417689608091	2715	3461	1	False		0.2871972318339102	6.0	3.0	3.0	0.0	0.0	0.0	6.0
NORP83_5	NORP83_5_4	1197.0	64.72932330827068	1.0	1.0	0.011501603108599712	3500	4696	1	False		0.0879919499105548	21.0	16.0	5.0	0.0	0.0	0.0	21.0
NORP83_5	NORP83_5_5	1143.0	67.18460192475939	1.0	1.0	0.009975921867817816	4711	5853	1	False		0.15525626636737794	14.0	9.0	5.0	0.0	0.0	0.0	14.0
NORP83_5	NORP83_5_6	747.0	65.74698795180723	1.0	1.0	0.009491144972473052	5907	6653	1	False		0.2991850989522702	10.0	5.0	5.0	0.0	0.0	0.0	10.0
NORP83_5	NORP83_5_7	942.0	69.55626326963906	1.0	1.0	0.009184670106620496	6653	7594	1	False		0.2064156206415623	10.0	6.0	4.0	0.0	0.0	0.0	10.0
NORP83_5	NORP83_5_8	1197.0	67.83625730994152	1.0	1.0	0.006435940339352131	7805	9001	1	False		0.1606376456161868	11.0	7.0	4.0	0.0	0.0	0.0	11.0
NORP83_5	NORP83_5_9	471.0	35.85562632696391	1.0	1.0	0.004515027291202789	9994	10464	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_10	906.0	26.48013245033113	1.0	0.7770419426048565	0.005089887248521553	10486	11391	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_11	1044.0	30.594827586206893	1.0	0.9415708812260536	0.003596981022874535	11379	12422	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_12	1527.0	32.49115913555992	1.0	1.0	0.004150326024026096	12419	13945	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_13	1059.0	33.59112370160529	1.0	0.9962228517469309	0.004352842687995517	13980	15038	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_14	324.0	34.336419753086425	1.0	1.0	0.00319475009117598	15066	15389	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_15	1629.0	36.104358502148564	1.0	0.9993861264579496	0.0033422347881284513	15391	17019	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_16	837.0	37.62126642771804	1.0	1.0	0.0033931655980637965	17024	17860	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_17	633.0	33.571879936808855	1.0	0.9605055292259084	0.004110206506754199	18057	18689	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_18	237.0	67.08016877637132	1.0	1.0	0.005399725608181805	18862	19098	-1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_5	NORP83_5_19	735.0	69.64081632653061	1.0	1.0	0.006626546139619771	19240	19974	-1	False		0.08784042961258147	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_5	NORP83_5_20	564.0	38.78191489361703	1.0	0.9822695035460992	0.01104808391646783	20258	20821	-1	False		0.2966101694915249	10.0	5.0	5.0	0.0	0.0	0.0	10.0
NORP83_5	NORP83_5_21	327.0	36.41896024464832	1.0	1.0	0.01619277780573669	20924	21250	1	False		0.2874172185430465	8.0	4.0	4.0	0.0	0.0	0.0	8.0
NORP83_5	NORP83_5_22	396.0	27.368686868686872	0.9595959595959596	0.5909090909090909	0.014732141780038122	21295	21690	1	True		0.0814732142857143	5.0	4.0	1.0	0.0	0.0	0.0	5.0
NORP83_6	NORP83_6_1	1263.0	11.322248614410135	0.8756927949326999	0.2082343626286619	0.008833022625274078	2	1264	-1	False		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_6	NORP83_6_2	690.0	25.04927536231884	1.0	0.8333333333333334	0.00738869853641677	1270	1959	-1	False		0.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0
NORP83_6	NORP83_6_3	1275.0	31.90039215686275	1.0	0.8352941176470589	0.014834391231268175	1959	3233	-1	False	0.0	0.13403461146929105	32.0	22.0	10.0	1.0	1.0	0.0	33.0
NORP83_6	NORP83_6_4	633.0	25.669826224328595	1.0	0.8894154818325435	0.013980729965291316	3233	3865	-1	False		0.13406795224977033	13.0	9.0	4.0	0.0	0.0	0.0	13.0
NORP83_6	NORP83_6_5	1062.0	44.533898305084755	1.0	0.9981167608286252	0.011179442563146956	3862	4923	-1	False		0.07077948303715707	20.0	16.0	4.0	0.0	0.0	0.0	20.0
NORP83_6	NORP83_6_6	489.0	44.165644171779135	1.0	1.0	0.013754509709364092	5177	5665	1	False		0.029881055990716505	10.0	9.0	1.0	0.0	0.0	0.0	10.0
NORP83_6	NORP83_6_7	360.0	32.17222222222223	1.0	0.7638888888888888	0.013989020260897544	5629	5988	-1	True		0.05900846432889964	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_7	NORP83_7_1	309.0	27.20064724919094	1.0	0.7766990291262136	0.009840996315081951	2	310	-1	False		0.2595108695652177	2.0	1.0	1.0	0.0	0.0	0.0	2.0
NORP83_7	NORP83_7_2	1188.0	32.20791245791246	1.0	0.8249158249158249	0.013176579986299841	307	1494	-1	False		0.0	21.0	21.0	0.0	0.0	0.0	0.0	21.0
NORP83_7	NORP83_7_3	615.0	47.13983739837398	1.0	1.0	0.011380042583961749	1510	2124	-1	False		0.025647536820721132	12.0	11.0	1.0	0.0	0.0	0.0	12.0
NORP83_7	NORP83_7_4	564.0	35.23936170212766	1.0	1.0	0.008572428573107915	2185	2748	-1	False		0.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0
NORP83_7	NORP83_7_5	372.0	28.96236559139785	1.0	0.8360215053763441	0.014052328956088878	2739	3110	-1	False		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_7	NORP83_7_6	279.0	54.93189964157706	1.0	1.0	0.0049886506945429065	3870	4148	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_7	NORP83_7_7	2430.0	44.139094650205756	1.0	1.0	0.009130839776600341	4381	6810	-1	False		0.056120029804240086	25.0	21.0	4.0	0.0	0.0	0.0	25.0
NORP83_7	NORP83_7_8	1269.0	48.356973995271865	1.0	1.0	0.006576709196828735	7052	8320	-1	False		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_7	NORP83_7_9	627.0	32.736842105263165	1.0	0.9936204146730464	0.007780906668061416	8438	9064	-1	False		0.057496561210453836	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_7	NORP83_7_10	1401.0	44.49250535331906	1.0	0.9857244825124912	0.008704329037649061	9328	10728	-1	False		0.0	15.0	15.0	0.0	0.0	0.0	0.0	15.0
NORP83_7	NORP83_7_11	165.0	8.151515151515152	0.8121212121212121	0.0		10731	10895	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_7	NORP83_7_12	927.0	16.663430420711975	0.6785329018338727	0.4120819848975189	0.008216765382527025	10895	11821	-1	False		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_7	NORP83_7_13	1152.0	43.556423611111114	1.0	1.0	0.010110782873299362	11948	13099	1	False		0.04249138495713852	15.0	13.0	2.0	0.0	0.0	0.0	15.0
NORP83_7	NORP83_7_14	1599.0	42.93558474046279	1.0	1.0	0.009366586627328031	13119	14717	1	False		0.03988397389412605	16.0	14.0	2.0	0.0	0.0	0.0	16.0
NORP83_7	NORP83_7_15	984.0	41.44308943089431	1.0	1.0	0.007338056840547669	14779	15762	1	False		0.0	7.0	7.0	0.0	0.0	0.0	0.0	7.0
NORP83_7	NORP83_7_16	939.0	47.34611288604898	1.0	1.0	0.01148002603437448	15755	16693	1	False		0.03825581395348839	18.0	16.0	2.0	1.0	0.0	1.0	19.0
NORP83_7	NORP83_7_17	1713.0	36.98131932282545	1.0	1.0	0.015496497396412344	16697	18409	1	False		0.02708825142475614	46.0	42.0	4.0	0.0	0.0	0.0	46.0
NORP83_7	NORP83_7_18	996.0	15.962851405622489	0.9748995983935744	0.1867469879518072	0.01158395537766077	18430	19425	1	True		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_8	NORP83_8_1	1131.0	40.351900972590634	0.9982316534040672	0.9389920424403184	0.00627201273616429	0	1130	1	False		0.09410130099785308	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_8	NORP83_8_2	636.0	40.059748427672965	1.0	1.0	0.007878096129909307	1604	2239	1	False		0.05175983436852996	7.0	6.0	1.0	0.0	0.0	0.0	7.0
NORP83_8	NORP83_8_3	1695.0	50.74454277286136	1.0	1.0	0.0045411300518519715	2390	4084	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_8	NORP83_8_4	519.0	11.716763005780349	1.0	0.0		4451	4969	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_8	NORP83_8_5	273.0	0.7289377289377289	0.30402930402930395	0.0		5097	5369	1	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_1	219.0	51.93607305936072	1.0	0.8858447488584474	0.009138208996389284	2	220	-1	False		0.5514563106796124	3.0	1.0	2.0	0.0	0.0	0.0	3.0
NORP83_9	NORP83_9_2	417.0	36.03357314148681	1.0	1.0	0.004592593482358297	596	1012	-1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_9	NORP83_9_3	783.0	38.883780332056205	1.0	1.0	0.009462562252887552	1337	2119	-1	False		0.02655489182269968	12.0	11.0	1.0	0.0	0.0	0.0	12.0
NORP83_9	NORP83_9_4	1050.0	30.514285714285716	1.0	0.9028571428571428	0.008925341918498697	2122	3171	-1	False		0.0	11.0	11.0	0.0	0.0	0.0	0.0	11.0
NORP83_9	NORP83_9_5	993.0	44.909365558912384	1.0	0.9879154078549848	0.006505276267317117	3168	4160	-1	False		0.046387154326494234	8.0	7.0	1.0	0.0	0.0	0.0	8.0
NORP83_9	NORP83_9_6	948.0	36.62658227848101	1.0	0.9841772151898734	0.009695534281919715	4160	5107	-1	False		0.05725952813067162	12.0	10.0	2.0	0.0	0.0	0.0	12.0
NORP83_9	NORP83_9_7	1680.0	34.254761904761914	1.0	0.9309523809523811	0.006009184567214887	5492	7171	1	False		0.19186778593913886	8.0	5.0	3.0	0.0	0.0	0.0	8.0
NORP83_9	NORP83_9_8	294.0	37.25850340136054	1.0	1.0	0.009894229522367737	7199	7492	-1	False		0.2278481012658229	4.0	2.0	2.0	1.0	0.0	1.0	5.0
NORP83_9	NORP83_9_9	468.0	32.835470085470085	1.0	0.997863247863248	0.007110828505848876	7610	8077	1	False		0.0	2.0	2.0	0.0	2.0	0.0	1.0	4.0
NORP83_9	NORP83_9_10	453.0	33.64900662251656	1.0	1.0	0.004893206602690214	8077	8529	1	False			0.0	0.0	0.0	1.0	0.0	0.0	1.0
NORP83_9	NORP83_9_11	528.0	29.3125	1.0	1.0	0.004829948485800761	9204	9731	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_12	1083.0	26.397045244690677	1.0	0.9048938134810712	0.002917229703494506	9754	10836	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_13	579.0	28.499136442141623	1.0	0.9758203799654576	0.0042345542823318824	10931	11509	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_14	756.0	45.02645502645503	1.0	1.0	0.01027944124249558	11933	12688	-1	False		0.3781750683860883	13.0	6.0	7.0	0.0	0.0	0.0	13.0
NORP83_9	NORP83_9_15	972.0	41.2037037037037	1.0	1.0	0.008253812544630423	12746	13717	-1	False		0.20709347760745486	10.0	6.0	4.0	0.0	0.0	0.0	10.0
NORP83_9	NORP83_9_16	609.0	39.22824302134647	1.0	1.0	0.0059486176384297975	13874	14482	1	False		0.32507288629737585	2.0	1.0	1.0	0.0	0.0	0.0	2.0
NORP83_9	NORP83_9_17	444.0	35.304054054054056	1.0	1.0	0.012212674628506948	14573	15016	1	False		0.8057742782152221	11.0	3.0	8.0	0.0	0.0	0.0	11.0
NORP83_9	NORP83_9_18	672.0	39.61755952380953	1.0	1.0	0.008335023054054758	15007	15678	-1	False		0.3987055016181226	7.0	3.0	4.0	0.0	0.0	0.0	7.0
NORP83_9	NORP83_9_19	426.0	20.43896713615024	1.0	0.6525821596244131	0.012074550278752816	15717	16142	-1	False		0.13323353293413168	6.0	4.0	2.0	0.0	0.0	0.0	6.0
NORP83_9	NORP83_9_20	432.0	0.07407407407407407	0.07407407407407407	0.0		16163	16594	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_10	NORP83_10_1	210.0	27.766666666666666	0.9904761904761904	0.7380952380952381	0.003249829815280103	0	209	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_10	NORP83_10_2	975.0	53.21333333333333	1.0	1.0	0.010003674825032505	309	1283	1	False		0.09228699551569534	13.0	10.0	3.0	0.0	0.0	0.0	13.0
NORP83_10	NORP83_10_3	465.0	54.81290322580646	1.0	1.0	0.0053622008651815775	1376	1840	1	False		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_10	NORP83_10_4	1536.0	43.80989583333334	1.0	1.0	0.01105655318436527	1845	3380	1	False		0.013815871433910555	24.0	23.0	1.0	0.0	0.0	0.0	24.0
NORP83_10	NORP83_10_5	1452.0	42.0275482093664	1.0	0.9235537190082644	0.010566545857323528	3401	4852	-1	False		0.030759121346767636	21.0	19.0	2.0	0.0	0.0	0.0	21.0
NORP83_10	NORP83_10_6	765.0	41.056209150326794	1.0	1.0	0.009680087387172187	4907	5671	-1	False		0.1498010233086981	9.0	6.0	3.0	0.0	0.0	0.0	9.0
NORP83_10	NORP83_10_7	1212.0	43.96039603960397	1.0	1.0	0.008737063521009114	5668	6879	-1	False		0.19071608492263445	13.0	8.0	5.0	0.0	0.0	0.0	13.0
NORP83_10	NORP83_10_8	387.0	59.873385012919904	1.0	1.0	0.014766931841847852	6975	7361	-1	False		0.0362194932379916	8.0	7.0	1.0	0.0	0.0	0.0	8.0
NORP83_10	NORP83_10_9	858.0	46.38228438228438	1.0	0.8962703962703963	0.009099782210797769	7474	8331	-1	True		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_11	NORP83_11_1	279.0	26.211469534050174	1.0	0.7598566308243727	0.007988122555444788	1	279	-1	False		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_11	NORP83_11_2	1107.0	38.5040650406504	1.0	1.0	0.011010462460263716	288	1394	-1	False		0.01965076882981501	16.0	15.0	1.0	0.0	0.0	0.0	16.0
NORP83_11	NORP83_11_3	1281.0	44.73770491803279	1.0	0.9781420765027322	0.010852439110505485	1405	2685	-1	False		0.06551203342290582	21.0	17.0	4.0	0.0	0.0	0.0	21.0
NORP83_11	NORP83_11_4	936.0	39.42628205128205	1.0	1.0	0.009053824039605972	2682	3617	-1	False		0.0	14.0	14.0	0.0	0.0	0.0	0.0	14.0
NORP83_11	NORP83_11_5	987.0	40.56433637284701	1.0	0.9989868287740628	0.008124166340179872	3793	4779	1	False		0.2718655751831117	10.0	5.0	5.0	0.0	0.0	0.0	10.0
NORP83_11	NORP83_11_6	765.0	51.12156862745098	1.0	1.0	0.007600695557064441	4784	5548	-1	False		0.05714285714285721	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_11	NORP83_11_7	537.0	59.13966480446928	1.0	1.0	0.011195528218644113	5637	6173	1	False		0.3740875912408753	9.0	4.0	5.0	0.0	0.0	0.0	9.0
NORP83_11	NORP83_11_8	888.0	51.36036036036035	1.0	1.0	0.011158859407579548	6208	7095	-1	False		0.0190049499584493	14.0	13.0	1.0	0.0	0.0	0.0	14.0
NORP83_11	NORP83_11_9	1077.0	48.02042711234912	1.0	1.0	0.01086132113537308	7111	8187	-1	False		0.06034776679168104	17.0	14.0	3.0	0.0	0.0	0.0	17.0
NORP83_11	NORP83_11_10	1065.0	39.64037558685446	1.0	0.9896713615023476	0.008773678733456471	8202	9266	-1	False		0.05385013684444126	13.0	11.0	2.0	0.0	0.0	0.0	13.0
NORP83_11	NORP83_11_11	834.0	46.68824940047961	1.0	1.0	0.014361919401932656	9266	10099	-1	False		0.0	20.0	20.0	0.0	0.0	0.0	0.0	20.0
NORP83_11	NORP83_11_12	174.0	23.37931034482759	1.0	0.5977011494252874	0.0029230656532140964	10072	10245	-1	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_12	NORP83_12_1	906.0	47.57615894039735	0.998896247240618	0.9503311258278144	0.009843566484152187	0	905	-1	False		0.11379962192816655	7.0	5.0	2.0	0.0	0.0	0.0	7.0
NORP83_12	NORP83_12_2	273.0	63.33333333333334	1.0	1.0	0.006358483990470121	1064	1336	1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_12	NORP83_12_3	735.0	38.04217687074829	1.0	1.0	0.014552042354531891	1408	2142	1	False		0.1263608781010173	19.0	13.0	6.0	0.0	0.0	0.0	19.0
NORP83_12	NORP83_12_4	1074.0	44.580074487895715	1.0	1.0	0.010969853212491555	2132	3205	-1	False		0.2604943114947044	16.0	8.0	8.0	0.0	0.0	0.0	16.0
NORP83_12	NORP83_12_5	750.0	46.25733333333334	1.0	1.0	0.01386627904574078	3205	3954	-1	False		0.16181303116147308	16.0	10.0	6.0	0.0	0.0	0.0	16.0
NORP83_12	NORP83_12_6	513.0	44.111111111111114	1.0	1.0	0.011204807265692509	4000	4512	-1	False	0.0	0.02710027100270997	10.0	9.0	1.0	2.0	2.0	0.0	12.0
NORP83_13	NORP83_13_1	1398.0	50.14949928469242	1.0	0.94206008583691	0.011257111799925168	1	1398	1	False		0.0765184122429462	22.0	17.0	5.0	0.0	0.0	0.0	22.0
NORP83_13	NORP83_13_2	360.0	46.35833333333333	1.0	1.0	0.0140162648426162	1399	1758	1	False		0.03972042277531535	8.0	7.0	1.0	0.0	0.0	0.0	8.0
NORP83_13	NORP83_13_3	939.0	51.740149094781685	1.0	1.0	0.006864224569485211	1761	2699	-1	False		0.1943946188340812	7.0	4.0	3.0	0.0	0.0	0.0	7.0
NORP83_13	NORP83_13_4	912.0	40.069078947368425	1.0	0.9287280701754386	0.012448040977419472	2708	3619	-1	False		0.0	16.0	16.0	0.0	0.0	0.0	0.0	16.0
NORP83_13	NORP83_13_5	729.0	29.412894375857334	0.98079561042524	0.8148148148148148	0.00801184873789651	3914	4642	1	True		0.06880466472303205	5.0	4.0	1.0	0.0	0.0	0.0	5.0
NORP83_14	NORP83_14_1	300.0	21.01	1.0	0.7333333333333333	0.023625127293846804	2	301	-1	False		0.05029013539651842	13.0	11.0	2.0	0.0	0.0	0.0	13.0
NORP83_14	NORP83_14_2	249.0	26.108433734939762	1.0	0.6465863453815262	0.015255529688011802	308	556	-1	False		0.0	5.0	5.0	0.0	0.0	0.0	0.0	5.0
NORP83_14	NORP83_14_3	1992.0	13.090863453815262	0.7284136546184738	0.33634538152610444	0.01895269644794184	674	2665	-1	False	0.1392757660167124	0.11395289946821922	31.0	22.0	9.0	3.0	2.0	1.0	35.0
NORP83_14	NORP83_14_4	174.0	33.218390804597696	1.0	0.971264367816092	0.016182248761667958	2765	2938	-1	False		0.3953201970443346	5.0	2.0	3.0	0.0	0.0	0.0	5.0
NORP83_14	NORP83_14_5	513.0	29.343079922027286	1.0	0.9922027290448344	0.020521731531221832	2948	3460	-1	False		0.22138259165966925	18.0	9.0	7.0	0.0	0.0	0.0	18.0
NORP83_14	NORP83_14_6	120.0	13.625	0.95	0.275	0.0292116421641726	3444	3563	-1	True			2.0	0.0	0.0	0.0	0.0	0.0	2.0
NORP83_15	NORP83_15_1	399.0	36.21553884711779	0.9674185463659148	0.7719298245614035	0.009787679299131602	0	398	1	False		0.2733118971061091	4.0	2.0	2.0	0.0	0.0	0.0	4.0
NORP83_15	NORP83_15_2	183.0	48.355191256830594	1.0	1.0	0.006273109404767108	412	594	1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_15	NORP83_15_3	996.0	57.37449799196787	1.0	1.0	0.00885265628736187	605	1600	-1	False		0.03271918678526057	9.0	8.0	1.0	0.0	0.0	0.0	9.0
NORP83_15	NORP83_15_4	951.0	55.39537329127234	1.0	1.0	0.0060042490091735115	1616	2566	-1	False		0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0
