scaffold	gene	gene_length	coverage	breadth	breadth_minCov	nucl_diversity	start	end	direction	partial	dNdS_substitutions	pNpS_variants	SNV_count	SNV_S_count	SNV_N_count	SNS_count	SNS_S_count	SNS_N_count	divergent_site_count
NORP83_5	NORP83_5_3	747.0	36.43373493975904	1.0	1.0	0.005555055865960612	2715	3461	1	False		0.0957324106113034	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_5	NORP83_5_4	1197.0	39.35087719298246	1.0	1.0	0.008579259528253336	3500	4696	1	False		0.11262969588551015	14.0	10.0	4.0	0.0	0.0	0.0	14.0
NORP83_5	NORP83_5_5	1143.0	42.30971128608925	1.0	1.0	0.008529257899507092	4711	5853	1	False		0.15525626636737794	14.0	9.0	5.0	0.0	0.0	0.0	14.0
NORP83_5	NORP83_5_6	747.0	42.52744310575636	1.0	1.0	0.007860733243515883	5907	6653	1	False		0.2991850989522701	6.0	3.0	3.0	0.0	0.0	0.0	6.0
NORP83_5	NORP83_5_7	942.0	44.205944798301495	1.0	1.0	0.008521504273080516	6653	7594	1	False		0.2476987447698748	9.0	5.0	4.0	0.0	0.0	0.0	9.0
NORP83_5	NORP83_5_8	1197.0	43.79281537176274	1.0	1.0	0.007261431207234549	7805	9001	1	False		0.09370529327610896	8.0	6.0	2.0	1.0	0.0	1.0	9.0
NORP83_5	NORP83_5_9	471.0	28.397027600849253	1.0	0.9469214437367304	0.0058443903121178096	9994	10464	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_10	906.0	29.1401766004415	1.0	0.9933774834437086	0.004558323754204618	10486	11391	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_11	1044.0	23.86206896551724	1.0	0.6369731800766284	0.004850275355174127	11379	12422	-1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_5	NORP83_5_12	1527.0	30.79240340537001	1.0	0.9980353634577604	0.005149743923052119	12419	13945	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_13	1059.0	27.517469310670442	1.0	0.9017941454202076	0.004067577491880137	13980	15038	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_14	324.0	33.55246913580247	1.0	1.0	0.0052593234512541285	15066	15389	-1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_5	NORP83_5_15	1629.0	29.403314917127076	1.0	0.9558011049723756	0.004550296868279569	15391	17019	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_16	837.0	26.550776583034647	1.0	0.9737156511350059	0.0042693526466931475	17024	17860	-1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_5	NORP83_5_17	633.0	35.53870458135861	1.0	0.9921011058451816	0.005087188664515296	18057	18689	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_5	NORP83_5_18	237.0	40.143459915611814	1.0	1.0	0.005508012157955266	18862	19098	-1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_5	NORP83_5_19	735.0	41.601360544217684	1.0	1.0	0.007830004708296534	19240	19974	-1	False		0.08784042961258147	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_5	NORP83_5_20	564.0	17.698581560283692	1.0	0.30851063829787234	0.007834828448021525	20258	20821	-1	False		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_5	NORP83_5_21	327.0	26.397553516819574	1.0	0.7889908256880734	0.01037337244019032	20924	21250	1	False			2.0	0.0	2.0	0.0	0.0	0.0	2.0
NORP83_5	NORP83_5_22	396.0	18.982323232323235	0.9823232323232324	0.3712121212121212	0.00942874157509832	21295	21690	1	True		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_6	NORP83_6_1	1263.0	9.981789390340461	0.8558986539984165	0.2019002375296912	0.00899129521613029	2	1264	-1	False		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_6	NORP83_6_2	690.0	24.36666666666667	1.0	0.6391304347826087	0.010863973305068608	1270	1959	-1	False		0.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0
NORP83_6	NORP83_6_3	1275.0	31.632156862745102	1.0	0.8282352941176471	0.013148215063142009	1959	3233	-1	False	0.14743807261622013	0.09829204841081343	24.0	18.0	6.0	3.0	2.0	1.0	27.0
NORP83_6	NORP83_6_4	633.0	28.734597156398106	1.0	0.971563981042654	0.015404720907288838	3233	3865	-1	False		0.10969196093163028	15.0	11.0	4.0	0.0	0.0	0.0	15.0
NORP83_6	NORP83_6_5	1062.0	37.387947269303204	1.0	0.995291902071563	0.010863502463193677	3862	4923	-1	False		0.05662358642972565	18.0	15.0	3.0	0.0	0.0	0.0	18.0
NORP83_6	NORP83_6_6	489.0	38.46421267893661	1.0	0.8854805725971371	0.012510215024749916	5177	5665	1	False		0.04482158398607476	7.0	6.0	1.0	0.0	0.0	0.0	7.0
NORP83_6	NORP83_6_7	360.0	39.425	0.9888888888888888	0.6861111111111111	0.014952921433004753	5629	5988	-1	True		0.07376058041112456	5.0	4.0	1.0	0.0	0.0	0.0	5.0
NORP83_7	NORP83_7_1	309.0	35.57605177993528	0.9902912621359224	0.7766990291262136	0.008700569470723507	2	310	-1	False		0.2595108695652177	2.0	1.0	1.0	0.0	0.0	0.0	2.0
NORP83_7	NORP83_7_2	1188.0	32.02693602693603	1.0	0.8021885521885522	0.014011279170685786	307	1494	-1	False		0.0	20.0	20.0	0.0	0.0	0.0	0.0	20.0
NORP83_7	NORP83_7_3	615.0	40.2260162601626	1.0	1.0	0.01284674595041968	1510	2124	-1	False		0.025647536820721132	12.0	11.0	1.0	0.0	0.0	0.0	12.0
NORP83_7	NORP83_7_4	564.0	33.34574468085106	1.0	1.0	0.008664668346127669	2185	2748	-1	False		0.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0
NORP83_7	NORP83_7_5	372.0	30.126344086021504	1.0	0.8897849462365591	0.013266844151603507	2739	3110	-1	False		0.0	7.0	7.0	0.0	0.0	0.0	0.0	7.0
NORP83_7	NORP83_7_6	279.0	54.76344086021506	1.0	1.0	0.008261506489100845	3870	4148	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_7	NORP83_7_7	2430.0	43.951851851851856	1.0	1.0	0.0097760398937351	4381	6810	-1	False		0.04209002235318006	24.0	21.0	3.0	0.0	0.0	0.0	24.0
NORP83_7	NORP83_7_8	1269.0	45.66193853427897	1.0	1.0	0.007668334964319291	7052	8320	-1	False		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_7	NORP83_7_9	627.0	33.75598086124402	1.0	0.8437001594896332	0.0073494864997430956	8438	9064	-1	False		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_7	NORP83_7_10	1401.0	51.291220556745174	1.0	1.0	0.01010201602302052	9328	10728	-1	False		0.0	15.0	15.0	0.0	0.0	0.0	0.0	15.0
NORP83_7	NORP83_7_11	165.0	4.921212121212121	0.6727272727272727	0.0		10731	10895	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_7	NORP83_7_12	927.0	17.07443365695793	0.674217907227616	0.4703344120819849	0.008032363352425631	10895	11821	-1	False		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_7	NORP83_7_13	1152.0	39.107638888888886	1.0	1.0	0.010063066354228378	11948	13099	1	False	0.0	0.046032333703566734	14.0	12.0	2.0	1.0	1.0	0.0	15.0
NORP83_7	NORP83_7_14	1599.0	46.967479674796756	1.0	1.0	0.009264412263246369	13119	14717	1	False		0.03988397389412605	16.0	14.0	2.0	0.0	0.0	0.0	16.0
NORP83_7	NORP83_7_15	984.0	36.42581300813009	1.0	0.9288617886178862	0.008266865815845015	14779	15762	1	False		0.0	7.0	7.0	0.0	0.0	0.0	0.0	7.0
NORP83_7	NORP83_7_16	939.0	41.31203407880725	1.0	0.9957401490947816	0.013954716442740487	15755	16693	1	False		0.05738372093023258	19.0	16.0	3.0	1.0	0.0	1.0	20.0
NORP83_7	NORP83_7_17	1713.0	35.358435493286635	1.0	1.0	0.01648935331145851	16697	18409	1	False		0.0208117053629224	44.0	41.0	3.0	0.0	0.0	0.0	44.0
NORP83_7	NORP83_7_18	996.0	20.6355421686747	0.9969879518072288	0.4588353413654618	0.008993269447685637	18430	19425	1	True		0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0
NORP83_8	NORP83_8_1	1131.0	40.919540229885065	0.9982316534040672	0.9407603890362513	0.007007478659314281	0	1130	1	False		0.05646078059871185	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_8	NORP83_8_2	636.0	36.38364779874214	1.0	1.0	0.00924217953996842	1604	2239	1	False		0.05175983436852996	7.0	6.0	1.0	0.0	0.0	0.0	7.0
NORP83_8	NORP83_8_3	1695.0	46.5315634218289	1.0	1.0	0.005376022579395623	2390	4084	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_8	NORP83_8_4	519.0	16.053949903660882	1.0	0.2658959537572254	0.003160348836926397	4451	4969	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_8	NORP83_8_5	273.0	1.4212454212454213	0.3076923076923077	0.0		5097	5369	1	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_1	219.0	40.38812785388128	1.0	0.8127853881278538	0.009793798240383069	2	220	-1	False		0.5514563106796124	3.0	1.0	2.0	0.0	0.0	0.0	3.0
NORP83_9	NORP83_9_2	417.0	35.553956834532364	1.0	1.0	0.006624609303417239	596	1012	-1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_9	NORP83_9_3	783.0	38.1992337164751	1.0	0.9310344827586208	0.012248501774378416	1337	2119	-1	False		0.024341984170808042	13.0	12.0	1.0	0.0	0.0	0.0	13.0
NORP83_9	NORP83_9_4	1050.0	28.339047619047623	1.0	0.8228571428571428	0.008068944155066093	2122	3171	-1	False		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_9	NORP83_9_5	993.0	48.9828801611279	1.0	0.9869083585095668	0.008433296303359872	3168	4160	-1	False		0.09277430865298847	9.0	7.0	2.0	0.0	0.0	0.0	9.0
NORP83_9	NORP83_9_6	948.0	45.540084388185655	1.0	1.0	0.011346303178036754	4160	5107	-1	False		0.05205411648242875	13.0	11.0	2.0	0.0	0.0	0.0	13.0
NORP83_9	NORP83_9_7	1680.0	45.08273809523809	1.0	1.0	0.006917265022084784	5492	7171	1	False		0.19186778593913886	8.0	5.0	3.0	0.0	0.0	0.0	8.0
NORP83_9	NORP83_9_8	294.0	46.96598639455782	1.0	1.0	0.010871286700371964	7199	7492	-1	False		0.2278481012658229	4.0	2.0	2.0	1.0	0.0	1.0	5.0
NORP83_9	NORP83_9_9	468.0	16.982905982905983	1.0	0.29914529914529914	0.00967474494661602	7610	8077	1	False			1.0	0.0	1.0	2.0	0.0	1.0	3.0
NORP83_9	NORP83_9_10	453.0	20.421633554083886	1.0	0.5871964679911701	0.0028904629381079072	8077	8529	1	False			1.0	0.0	1.0	1.0	0.0	0.0	2.0
NORP83_9	NORP83_9_11	528.0	26.07575757575757	1.0	0.7481060606060606	0.00537174894839898	9204	9731	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_12	1083.0	18.19759926131117	1.0	0.3795013850415512	0.005749624430988254	9754	10836	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_13	579.0	27.759930915371328	1.0	0.9844559585492229	0.0046103480615113926	10931	11509	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_9	NORP83_9_14	756.0	35.36243386243386	1.0	0.966931216931217	0.011941541399088209	11933	12688	-1	False		0.32415005861664714	14.0	7.0	7.0	0.0	0.0	0.0	14.0
NORP83_9	NORP83_9_15	972.0	41.71090534979424	1.0	1.0	0.008641080723868488	12746	13717	-1	False		0.20709347760745486	10.0	6.0	4.0	0.0	0.0	0.0	10.0
NORP83_9	NORP83_9_16	609.0	51.22988505747128	1.0	1.0	0.0057139110878379204	13874	14482	1	False		0.32507288629737585	2.0	1.0	1.0	0.0	0.0	0.0	2.0
NORP83_9	NORP83_9_17	444.0	36.835585585585584	1.0	1.0	0.013415080335763108	14573	15016	1	False		0.8057742782152221	11.0	3.0	8.0	0.0	0.0	0.0	11.0
NORP83_9	NORP83_9_18	672.0	46.74702380952381	1.0	1.0	0.009454589869294816	15007	15678	-1	False		0.3987055016181226	7.0	3.0	4.0	0.0	0.0	0.0	7.0
NORP83_9	NORP83_9_19	426.0	22.767605633802816	1.0	0.6525821596244131	0.00872402740039413	15717	16142	-1	False		0.0888223552894211	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_9	NORP83_9_20	432.0	0.6967592592592593	0.10416666666666667	0.0		16163	16594	-1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_10	NORP83_10_1	210.0	30.480952380952377	1.0	0.7	0.005010203439362204	0	209	1	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_10	NORP83_10_2	975.0	44.691282051282045	1.0	1.0	0.01253721017103926	309	1283	1	False		0.09228699551569534	13.0	10.0	3.0	0.0	0.0	0.0	13.0
NORP83_10	NORP83_10_3	465.0	46.37204301075269	1.0	1.0	0.00637198673781525	1376	1840	1	False		0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0
NORP83_10	NORP83_10_4	1536.0	43.55013020833334	1.0	1.0	0.01123999458892888	1845	3380	1	False		0.013815871433910555	24.0	23.0	1.0	0.0	0.0	0.0	24.0
NORP83_10	NORP83_10_5	1452.0	39.39600550964187	1.0	0.8636363636363636	0.010743092882195882	3401	4852	-1	False		0.017188920752605447	18.0	17.0	1.0	0.0	0.0	0.0	18.0
NORP83_10	NORP83_10_6	765.0	38.39738562091503	1.0	1.0	0.010426790340273941	4907	5671	-1	False		0.0998673488724654	8.0	6.0	2.0	0.0	0.0	0.0	8.0
NORP83_10	NORP83_10_7	1212.0	42.42161716171617	1.0	1.0	0.009916510445253324	5668	6879	-1	False		0.16952540882011952	14.0	9.0	5.0	0.0	0.0	0.0	14.0
NORP83_10	NORP83_10_8	387.0	56.33074935400518	1.0	1.0	0.014516526106408082	6975	7361	-1	False		0.0362194932379916	8.0	7.0	1.0	0.0	0.0	0.0	8.0
NORP83_10	NORP83_10_9	858.0	42.97435897435897	1.0	0.8822843822843823	0.009352940785522623	7474	8331	-1	True		0.0	8.0	8.0	0.0	0.0	0.0	0.0	8.0
NORP83_11	NORP83_11_1	279.0	17.25448028673835	0.989247311827957	0.32974910394265233	0.007864644993906489	1	279	-1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_11	NORP83_11_2	1107.0	40.47786811201445	1.0	1.0	0.012874715965722427	288	1394	-1	False		0.028072526899735727	23.0	21.0	2.0	0.0	0.0	0.0	23.0
NORP83_11	NORP83_11_3	1281.0	44.17564402810304	1.0	0.9531615925058547	0.011775748442666269	1405	2685	-1	False		0.08700816938979679	21.0	16.0	5.0	0.0	0.0	0.0	21.0
NORP83_11	NORP83_11_4	936.0	40.575854700854705	1.0	0.9957264957264956	0.01072173089172712	2682	3617	-1	False		0.0	11.0	11.0	0.0	0.0	0.0	0.0	11.0
NORP83_11	NORP83_11_5	987.0	40.166160081053704	1.0	0.9290780141843972	0.009855103791735044	3793	4779	1	False		0.2265546459859264	11.0	6.0	5.0	0.0	0.0	0.0	11.0
NORP83_11	NORP83_11_6	765.0	53.01568627450981	1.0	1.0	0.00841955367256608	4784	5548	-1	False		0.05714285714285721	6.0	5.0	1.0	0.0	0.0	0.0	6.0
NORP83_11	NORP83_11_7	537.0	47.24767225325885	1.0	1.0	0.011763100406533056	5637	6173	1	False		0.3740875912408753	9.0	4.0	5.0	0.0	0.0	0.0	9.0
NORP83_11	NORP83_11_8	888.0	61.565315315315324	1.0	1.0	0.01148411470490529	6208	7095	-1	False		0.0	11.0	11.0	0.0	0.0	0.0	0.0	11.0
NORP83_11	NORP83_11_9	1077.0	50.405756731662024	1.0	1.0	0.010914057299508563	7111	8187	-1	False		0.04023184452778735	16.0	14.0	2.0	0.0	0.0	0.0	16.0
NORP83_11	NORP83_11_10	1065.0	41.173708920187785	1.0	0.9661971830985916	0.010259547751429454	8202	9266	-1	False		0.06581683392098375	11.0	9.0	2.0	0.0	0.0	0.0	11.0
NORP83_11	NORP83_11_11	834.0	49.81534772182254	1.0	1.0	0.015519245637120703	9266	10099	-1	False		0.0	20.0	20.0	0.0	0.0	0.0	0.0	20.0
NORP83_11	NORP83_11_12	174.0	25.46551724137931	1.0	0.5919540229885057	0.0022554976268879252	10072	10245	-1	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0
NORP83_12	NORP83_12_1	906.0	40.37306843267108	1.0	0.8807947019867549	0.008872095728876594	0	905	-1	False		0.11379962192816655	7.0	5.0	2.0	0.0	0.0	0.0	7.0
NORP83_12	NORP83_12_2	273.0	51.11355311355312	1.0	1.0	0.006635749078058972	1064	1336	1	False		0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
NORP83_12	NORP83_12_3	735.0	37.37823129251701	1.0	1.0	0.01465820714729982	1408	2142	1	False		0.15970610982211908	19.0	12.0	7.0	0.0	0.0	0.0	19.0
NORP83_12	NORP83_12_4	1074.0	37.46089385474861	1.0	1.0	0.012795065229609492	2132	3205	-1	False		0.23878645220347905	23.0	12.0	11.0	0.0	0.0	0.0	23.0
NORP83_12	NORP83_12_5	750.0	43.92133333333334	1.0	0.9893333333333332	0.014109398958818018	3205	3954	-1	False		0.1348441926345609	15.0	10.0	5.0	0.0	0.0	0.0	15.0
NORP83_12	NORP83_12_6	513.0	44.56725146198831	1.0	0.9376218323586744	0.01438957991818135	4000	4512	-1	False	0.0	0.02710027100270997	10.0	9.0	1.0	2.0	2.0	0.0	12.0
NORP83_13	NORP83_13_1	1398.0	41.40200286123033	1.0	0.9492131616595136	0.012602721782402626	1	1398	1	False		0.08672086720867236	24.0	18.0	6.0	0.0	0.0	0.0	24.0
NORP83_13	NORP83_13_2	360.0	46.44166666666667	1.0	1.0	0.014677197734514926	1399	1758	1	False		0.03972042277531535	8.0	7.0	1.0	0.0	0.0	0.0	8.0
NORP83_13	NORP83_13_3	939.0	48.22790202342918	1.0	1.0	0.008790158489133892	1761	2699	-1	False		0.1943946188340812	7.0	4.0	3.0	0.0	0.0	0.0	7.0
NORP83_13	NORP83_13_4	912.0	41.2280701754386	1.0	0.9978070175438596	0.01387944365595728	2708	3619	-1	False		0.027324662696001017	21.0	19.0	2.0	0.0	0.0	0.0	21.0
NORP83_13	NORP83_13_5	729.0	26.89437585733882	0.9890260631001372	0.6598079561042524	0.010568109098938015	3914	4642	1	True		0.06880466472303205	5.0	4.0	1.0	0.0	0.0	0.0	5.0
NORP83_14	NORP83_14_1	300.0	28.036666666666665	1.0	0.7233333333333334	0.02421774512611774	2	301	-1	False	0.0	0.2304964539007094	11.0	6.0	5.0	1.0	1.0	0.0	12.0
NORP83_14	NORP83_14_2	249.0	23.987951807228924	1.0	0.6385542168674698	0.015736683359685918	308	556	-1	False		0.08862206975414526	4.0	3.0	1.0	0.0	0.0	0.0	4.0
NORP83_14	NORP83_14_3	1992.0	15.646586345381525	0.7525100401606426	0.3895582329317269	0.015698479430884427	674	2665	-1	False	0.0696378830083562	0.0819269211863014	22.0	17.0	5.0	5.0	4.0	1.0	29.0
NORP83_14	NORP83_14_4	174.0	30.132183908045977	1.0	1.0	0.016350927024052053	2765	2938	-1	False		0.3953201970443346	5.0	2.0	3.0	0.0	0.0	0.0	5.0
NORP83_14	NORP83_14_5	513.0	30.20857699805068	1.0	1.0	0.016064420313398275	2948	3460	-1	False		0.17789672544080562	15.0	8.0	5.0	0.0	0.0	0.0	15.0
NORP83_14	NORP83_14_6	120.0	13.766666666666667	1.0	0.2	0.03216976672410965	3444	3563	-1	True			2.0	0.0	0.0	0.0	0.0	0.0	2.0
NORP83_15	NORP83_15_1	399.0	24.19799498746867	0.9924812030075189	0.7017543859649122	0.009977515467575635	0	398	1	False		0.2733118971061091	4.0	2.0	2.0	0.0	0.0	0.0	4.0
NORP83_15	NORP83_15_2	183.0	49.7103825136612	1.0	1.0	0.007332327913065374	412	594	1	False			1.0	0.0	1.0	0.0	0.0	0.0	1.0
NORP83_15	NORP83_15_3	996.0	49.54718875502007	1.0	1.0	0.010038038543668582	605	1600	-1	False		0.06543837357052114	10.0	8.0	2.0	0.0	0.0	0.0	10.0
NORP83_15	NORP83_15_4	951.0	48.18506834910621	1.0	1.0	0.0072536821997127845	1616	2566	-1	False		0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0
