scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
NORP83_361	7588	35.976673695308385	0.9993410648392198	0.011677737503876351	35	14.575946162854905	0.1673407509247324	0.8657090142329995	0.999999999999984	0.0	0.01237470485254488	0.0	0.1896415392725356	0.9960420155274776	1.0	0	106	106	0	26
NORP83_362	3278	15.375838926174495	0.9902379499694935	0.01639999992485286	16	5.760126940285081	0.1006222058438368	0.2410006101281269	0.9999987304724972	0.0			0.0	0.9962025316455696	0.99873417721519	1	23	24	1	3
NORP83_363	4609	25.778476893035364	0.9984812323714471	0.013068896441271405	24	10.612576459455392	0.1563380162571173	0.6979822087220655	0.9999999998698579	0.0	0.012409302384354335	0.0	0.01865914515079193	0.9972023624494872	0.9993783027665528	2	66	68	2	9
NORP83_364	3829	38.975972838861324	0.9992165056150429	0.00955578223194764	40	11.93201107744864	0.19285357027958092	0.9610864455471404	0.9999999999999988	0.0	0.006641379461206243	0.0	0.18177069731000264	0.9970108695652172	1.0	0	39	39	0	11
NORP83_365	3681	42.21624558543874	0.9970116816082586	0.005704461435336872	43	11.494442729796248	0.1894802772148453	0.9630535180657428	1.0	0.0	0.006512171569794556	0.0	0.27900027166530833	0.9974612129760224	0.9974612129760224	9	8	17	9	9
NORP83_366	3847	32.87470756433584	0.9207174421627242	0.010944294425750178	35	14.48428609053208	0.23355676670597675	0.8242786586950871	0.9999999999997528	0.0	0.0075347370222995655	0.0	0.0987782687808682	0.9959003468937244	1.0	0	44	44	0	13
NORP83_367	3207	35.025880885562835	0.9996881821016528	0.012273307842823544	35	14.677287858651484	0.2592173419061508	0.8425319613345806	0.999999999999963	0.0	0.010046539145119993	0.0	0.21172435297786094	0.9959289415247964	1.0	0	43	43	0	11
NORP83_24	8542	33.13732147038164	1.0	0.012921060257656714	33	11.491559931122431	0.1243439402793843	0.8725122922032311	0.999999999999804	0.0	0.00850986367111317	0.0	0.07714820885038633	0.9957064269421708	1.0	0	149	149	0	32
NORP83_240	5660	36.117137809187284	0.9991166077738516	0.012191823181024295	36	12.697703930005725	0.16879335657724395	0.8628975265017668	0.999999999999986	0.0	0.008017547465749453	0.0	0.17720848056537106	0.9989762489762488	0.9997952497952498	1	88	89	1	5
NORP83_241	3390	27.93805309734513	0.9489675516224187	0.00944776123422997	28	14.867983371759042	0.2553972885917868	0.7569321533923303	0.9999999999806688	0.0	0.007643373615770498	0.0	0.07345132743362832	0.9984411535463756	1.0	0	30	30	0	4
NORP83_242	4814	34.95388450353137	0.9995845450768592	0.007955761215742485	34	10.415682807699124	0.15013426247626258	0.9507685916078106	0.9999999999999606	0.0	0.010332394443767212	0.0	0.08849189862899877	0.9980336464933364	1.0	0	36	36	0	9
NORP83_243	3976	40.59934607645875	0.999245472837022	0.011490721815893723	40	14.566495333219516	0.2310396444473137	0.931338028169014	0.9999999999999998	0.0	0.008627045184423587	0.0	0.301307847082495	0.9978395895220092	1.0	0	62	62	0	8
NORP83_244	3650	33.88054794520548	0.9991780821917808	0.0116851791654925	33	11.055054244882305	0.18300963136752585	0.9175342465753424	0.9999999999998984	0.0	0.00891139265857166	0.0	0.10821917808219178	0.9967154374440133	0.9988056136160048	4	68	72	4	11
NORP83_245	3833	36.827811114009904	0.9955648317244978	0.00876904369998266	40	13.152087099709005	0.21246232324613976	0.8565092616749282	0.9999999999999925	0.0	0.0038024867830225295	0.0	0.14688233759457345	0.9972586049345112	1.0	0	38	38	0	9
NORP83_246	22552	32.795672224192984	0.947144377438808	0.009925844004832984	38	18.16142299708011	0.12093916650707835	0.7331057112451224	0.9999999999997348	0.0	0.00922186508675249	0.0	0.17927456544874068	0.9958265287606604	0.9999395149095748	1	191	192	1	69
NORP83_247	8135	36.222618315918865	0.9985248924400738	0.013079660540168736	35	13.868527635863444	0.15377235736211742	0.8830977258758451	0.9999999999999872	0.0	0.01262539097709603	0.0	0.1965580823601721	0.9976336302895324	1.0	0	148	148	0	17
NORP83_248	3753	42.4828137490008	0.9978683719690914	0.010497791510166277	42	13.802160628662474	0.225328259727972	0.9493738342659206	1.0	0.0	0.009295737841090168	0.0	0.3250732747135625	0.9955094021891664	1.0	0	44	44	0	16
NORP83_249	8393	37.6362444894555	0.9984510901942094	0.011601148096939351	38	11.934161769326735	0.1302744303722916	0.9339926128916954	0.9999999999999964	0.0	0.00952713293781493	0.0	0.18575002978672706	0.9946421737466512	0.9998724327082535	1	120	121	1	42
NORP83_25	5300	37.52509433962264	0.9994339622641508	0.011252246899487672	38	12.497906711162127	0.17168814916161873	0.9060377358490566	0.999999999999996	0.0	0.00959470792536965	0.0	0.17113207547169812	0.9933361099541858	0.9993752603082048	3	79	82	3	32
NORP83_250	4464	36.036066308243726	0.9991039426523296	0.01168374368950642	36	14.434867879234078	0.2160724367812265	0.8846326164874552	0.9999999999999848	0.0	0.008230824410701776	0.0	0.125	0.9959483413522412	1.0	0	63	63	0	16
NORP83_251	7155	40.486932215234106	0.9990216631726064	0.012222800166525216	42	12.193109188915665	0.14415841378740354	0.9302585604472396	0.9999999999999996	0.0	0.012150895145847995	0.0	0.2185883997204752	0.9957932692307692	1.0	0	113	113	0	28
NORP83_252	7149	37.75884739124353	0.9966428871170792	0.010573222910169044	39	14.88521969633299	0.17606092409691132	0.8710309134144636	0.9999999999999968	0.0	0.009615178652373824	0.0	0.25066442859141136	0.9974305444034044	1.0	0	82	82	0	16
NORP83_253	6846	37.925796085305294	0.999853929301782	0.011492517008684587	37	16.091181830191278	0.19449176438171448	0.8701431492842536	0.9999999999999972	0.0	0.009730073489011892	0.0	0.2389716622845457	0.9969783448044318	0.9996642605338256	2	96	98	2	18
NORP83_254	4185	36.130704898446844	0.9980884109916368	0.013248754477914404	39	15.04462104284159	0.2325869881487301	0.8267622461170848	0.999999999999986	0.0	0.011285941860087691	0.0	0.18016726403823174	0.9933526011560694	1.0	0	68	68	0	23
NORP83_255	5668	44.042695836273815	1.0	0.011034501175726574	45	11.717608151484967	0.15565474501480273	0.9735356386732532	1.0	0.0	0.011740419227490915	0.0	0.34527170077628794	0.9938383472272564	1.0	0	81	81	0	34
NORP83_80	5104	39.953369905956116	0.9978448275862069	0.010096093481551828	41	12.912419767612073	0.18075688639775656	0.9043887147335424	0.9999999999999996	0.0	0.009504430514724936	0.0	0.2476489028213166	0.9978336221837087	1.0	0	57	57	0	10
NORP83_81	3256	41.11087223587224	0.9889434889434888	0.007724250570749769	44	12.609410304682514	0.2210137432957546	0.9321253071253072	0.9999999999999998	0.0	0.008580755301718312	0.0	0.25214987714987713	0.9970345963756178	0.999670510708402	1	21	22	1	9
NORP83_82	3601	41.27520133296306	0.9983337961677312	0.010651129377102442	42	12.352841359934722	0.20588068933224526	0.9275201332963066	1.0	0.0	0.0103959017967592	0.0	0.2710358233823938	0.9955089820359282	1.0	0	39	39	0	15
NORP83_83	3361	30.583159773876826	0.9964296340374889	0.0167289179727107	29	13.971333413349655	0.2410284001660413	0.7697113954180304	0.9999999999981296	0.0	0.01451970083160592	0.0	0.11930972924724785	0.9926555856204098	1.0	0	72	72	0	19
NORP83_84	6262	36.982114340466296	0.980357713190674	0.011445509216674643	40	15.614036859398393	0.1973301056281852	0.8561162567869691	0.9999999999999934	0.0	0.009346455385329078	0.0	0.191472373043756	0.9949636261891438	1.0	0	84	84	0	27
NORP83_85	5620	36.32437722419929	0.9998220640569396	0.010389735881170424	38	12.619871216584675	0.16835476271781216	0.8962633451957296	0.9999999999999882	0.0	0.009041692014907454	0.0	0.11779359430604985	0.99622791344054	1.0	0	65	65	0	19
NORP83_86	3077	31.890802729931757	0.9925251868703282	0.0156954675202714	31	14.281825037261472	0.25750789147637804	0.818329541761456	0.9999999999994106	0.0	0.019983098750383062	0.0	0.09229769255768606	0.9908657664813344	0.999602859412232	1	64	65	1	23
NORP83_87	12913	41.682413072097894	0.999535351970882	0.009255242615746728	41	11.72575236348573	0.10319150806422953	0.9764578331913576	1.0	0.0	0.007625719052716917	0.0	0.23968094168667234	0.9972242049329844	1.0	0	130	130	0	35
NORP83_88	3672	26.280501089324623	0.9980936819172114	0.01359583719809998	24	11.94968440935217	0.19722603484665316	0.7257625272331155	0.9999999999164588	0.0	0.01858223957444716	0.0	0.07053376906318083	0.99812382739212	0.9996247654784242	1	55	56	1	5
NORP83_89	16928	36.876831285444226	0.999468336483932	0.010529951241321613	37	10.22085450450931	0.07855922835843937	0.9510278827977316	0.9999999999999928	0.0	0.009630075362776049	0.0	0.1099952741020794	0.995279209888813	0.999565190384496	7	211	218	7	76
NORP83_9	17245	33.47671788924326	0.9398666280081184	0.009092112335858604	35	15.530629679226074	0.11826876374367147	0.8070745143519861	0.9999999999998548	0.0	0.008480632470059256	0.0	0.14670919106987532	0.997126023854002	0.9997844517890502	3	146	149	3	40
NORP83_90	14944	37.09247858672377	0.9997323340471092	0.010409339418338548	37	12.766930949506063	0.1044401799075002	0.9214400428265525	0.999999999999994	0.0	0.011075772993175527	0.0	0.18616167023554606	0.9960058097313	0.9996368917937546	5	179	184	5	55
NORP83_91	11624	39.19029593943565	0.9993117687543016	0.008795446673051543	39	12.022958743140595	0.11151986574565463	0.947780454232622	0.9999999999999992	0.0	0.007222103429775585	0.0	0.1930488644184446	0.9960969410910412	0.9999092311881638	1	101	102	1	43
NORP83_92	3536	26.373303167420808	0.9974547511312216	0.012489995832148715	25	13.094453678690975	0.22023821303087607	0.7324660633484162	0.9999999999230316	0.0	0.014654237335011144	0.0	0.0667420814479638	0.9965250965250966	0.9996138996138996	1	47	48	1	9
NORP83_93	5116	37.14562157935888	0.9978498827208756	0.009429327523154285	39	15.325415378173634	0.21428384739832385	0.8285770132916341	0.9999999999999944	0.0	0.009461211299740202	0.0	0.23885848318999214	0.9976409530549658	1.0	0	41	41	0	10
NORP83_146	6442	30.536789816827067	0.9976715305805649	0.0112042739868341	30	11.711447025594852	0.14592641349162236	0.8356100589878921	0.9999999999980516	0.0	0.007720889117982631	0.0	0.06985408258304875	0.9964703696823332	0.9998142299832808	1	88	89	1	19
NORP83_147	5079	31.17857846032684	0.9994093325457768	0.017129246875043913	32	9.899425617275755	0.13891963977734598	0.8706438275251034	0.9999999999988944	0.0	0.015596747882967056	0.0	0.02421736562315416	0.9871099050203528	1.0	0	145	145	0	57
NORP83_148	3956	21.05182002022245	0.9696663296258848	0.010262939348313016	20	11.734813959723699	0.18659627292462694	0.5232558139534884	0.9999999915471071	0.0	0.0040166663626829404	0.0	0.012133468149646108	0.997584541062802	1.0	0	32	32	0	5
NORP83_149	9106	42.32978256094882	0.9995607291895452	0.010204139867974416	42	11.751437065877251	0.12315470379488785	0.9828684383922688	1.0	0.0	0.009308061867594477	0.0	0.2560948824950582	0.9965363128491619	1.0	0	107	107	0	31
NORP83_15	7022	39.940900028481906	0.9990031330105384	0.007930374574594001	42	14.820757964258142	0.17687682276337832	0.9080034178296782	0.9999999999999996	0.0	0.008273643694182709	0.0	0.293933352321276	0.9987452948557091	1.0	0	41	41	0	8
NORP83_150	5852	33.1338004101162	0.8740601503759399	0.010070233800159369	39	19.29309600252798	0.2522242714821954	0.7394053315105946	0.9999999999998032	0.0	0.00822136615078417	0.0	0.19514695830485304	0.9930667899237346	0.9986133579847468	5	54	59	6	30
NORP83_151	7017	38.78780105458173	0.9985748895539404	0.012056389862597605	38	12.324776057007695	0.14714118409903418	0.9586717970642724	0.9999999999999988	0.0	0.009951769186701598	0.0	0.1973777967792504	0.9956890144195036	1.0	0	120	120	0	29
NORP83_152	11624	41.22367515485203	0.999483826565726	0.006954409275056639	41	10.353401134643317	0.09603375751456067	0.9788368891947694	1.0	0.0	0.00766193093172185	0.0	0.18891947694425326	0.9988574441905432	0.9999121110915804	1	60	61	1	13
NORP83_153	4833	41.16594247879164	0.9981378026070764	0.00799723119768736	42	11.97853893511526	0.1723218649165747	0.9563418166770122	1.0	0.0	0.006433887042080477	0.0	0.2491206290088972	0.9971873647771528	1.0	0	35	35	0	13
NORP83_154	3364	34.027348394768126	0.8501783590963139	0.008377386174958978	42	21.50745442175408	0.3708733076392893	0.6947086801426873	0.9999999999999106	0.0	0.009723141492973486	0.0	0.2838882282996433	0.9978605049208388	1.0	0	14	14	0	5
NORP83_155	5267	29.560280994873747	0.9990506929941144	0.01426529882922589	28	10.85104290391248	0.14953093649463026	0.7993164989557623	0.9999999999953852	0.0	0.0065380952187946715	0.0	0.03189671539775964	0.9931116389548692	1.0	0	95	95	0	29
NORP83_156	3377	31.862599940775837	0.9129404797157241	0.009807560361956071	34	14.703286335745725	0.25305399379763466	0.8359490672194255	0.9999999999993956	0.0	0.00979787253953046	0.0	0.11134142730233937	0.9953949698901876	1.0	0	31	31	0	13
NORP83_157	3183	33.08859566446748	0.9984291548853284	0.012194017864496807	37	13.773435071668178	0.2441699298497295	0.7715991203267358	0.9999999999997952	0.0	0.010005529849759998	0.0	0.06817467797675149	0.9971498371335504	0.999185667752443	2	47	49	2	7
NORP83_158	10647	36.07814407814408	0.9993425378040762	0.010870852079674531	35	11.781131446103533	0.11418098118117205	0.9273034657650042	0.9999999999999852	0.0	0.009203593773766115	0.0	0.13590682821452052	0.9951382558492858	1.0	0	156	156	0	48
NORP83_159	5139	40.579879353959925	0.9980540961276512	0.01166106923117505	43	13.490073751035139	0.18819898377732147	0.9165207238762404	0.9999999999999998	0.0	0.01006363646744135	0.0	0.23973535707336055	0.9966029723991509	0.9997876857749468	1	75	76	1	16
NORP83_16	4351	34.04780510227534	0.9974718455527464	0.013144024123340592	33	13.085965229555482	0.19840889277735133	0.8795679154217422	0.9999999999999124	0.0	0.013629569042879486	0.0	0.111928292346587	0.9932061667102168	1.0	0	76	76	0	26
NORP83_160	6104	32.80307994757536	0.9673984272608126	0.012224322625196129	32	17.573843931079022	0.2249547046052265	0.7783420707732635	0.9999999999997368	0.0	0.009975163911292715	0.0	0.200524246395806	0.9989475899810566	1.0	0	93	93	0	5
NORP83_161	4974	40.777040611178116	0.9995979091274628	0.011567848847527595	41	10.404598845156317	0.1475421510346043	0.964616003216727	0.9999999999999998	0.0	0.01093198389176897	0.0	0.19863289103337356	0.9941642350979576	1.0	0	73	73	0	28
NORP83_162	3733	36.41334047682829	0.9975890704527188	0.013040306680673686	34	14.157879218694331	0.23175407835152795	0.9081167961425128	0.9999999999999892	0.0	0.01462282205651877	0.0	0.21832306455933564	0.9946902654867256	1.0	0	65	65	0	18
NORP83_163	9865	40.396756208819056	0.9980739989863152	0.006067785685246685	42	13.057419669816985	0.13147126174034107	0.9405980739989864	0.9999999999999996	0.0	0.005144533099217252	0.0	0.2419665484034465	0.9983834464920788	0.9994611488306928	5	33	38	5	15
NORP83_164	4576	39.86166958041958	0.9989073426573428	0.009495803006776438	43	13.969195606183982	0.2065265306043272	0.8732517482517482	0.9999999999999994	0.0	0.01105643091268338	0.0	0.21918706293706292	0.9962462462462462	1.0	0	44	44	0	15
NORP83_219	7104	47.212697072072075	0.9985923423423424	0.00991706828006633	47	13.139206247387545	0.15590075647522164	0.9541103603603605	1.0	0.0	0.01011071569216393	0.0	0.4032939189189189	0.9957214517556802	0.999852463853644	1	75	76	1	29
NORP83_22	5302	33.3853262919653	0.9971708789136176	0.009814734469758002	37	13.75068859690332	0.18886241766648604	0.8093172387778197	0.9999999999998423	0.0	0.007554124838389575	0.0	0.0937382119954734	0.9946399440689816	1.0	0	48	48	0	23
NORP83_220	8520	37.042488262910794	0.9991784037558684	0.010143230929270051	36	11.995698658136195	0.12996644455592055	0.9360328638497653	0.9999999999999938	0.0	0.006922733833600314	0.0	0.16830985915492958	0.9973667711598746	1.0	0	112	112	0	21
NORP83_221	4472	34.13439177101968	1.0	0.012142449640193731	33	12.885784127894645	0.19271189257156707	0.8765652951699463	0.9999999999999188	0.0	0.011801846394172031	0.0	0.14534883720930233	0.9961734693877552	0.9989795918367348	4	67	71	4	15
NORP83_222	7529	35.98326470978882	0.9996015407092576	0.00987902417718034	37	13.035602582911894	0.15024198277213766	0.8770088989241599	0.999999999999984	0.0	0.00900234211058848	0.0	0.17014211714703148	0.9972739663789186	0.9998485536877176	1	86	87	1	18
