,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1095,1417,0.0,0.0,0.0,1.0,0.0,0.0,0.82,0.18,0.0,0.0,1.0,0.0,0.264,0.246,0.244,0.246,0.23,0.26,0.242,0.268
1095,1402,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.242,0.246,0.252,0.26,0.226,0.25,0.246,0.278
1095,1336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.236,0.226,0.262,0.276,0.27,0.26,0.224,0.246
1095,1303,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1295,1.0,0.0,0.0,0.0,0.34,0.0,0.66,0.0,0.0,0.0,1.0,0.0,0.206,0.272,0.274,0.248,0.258,0.252,0.248,0.242
1095,1261,0.0,0.0,0.0,1.0,0.964,0.0,0.0,0.036,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1213,0.0,0.0,0.0,1.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.22,0.256,0.274,0.25,0.246,0.25,0.222,0.282
1095,1198,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.238,0.256,0.252,0.254,0.26,0.248,0.25,0.242
1095,1183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1102,0.0,0.0,0.0,1.0,0.0,0.946,0.0,0.054,1.0,0.0,0.0,0.0,0.0,0.038,0.0,0.962,0.0,0.0,0.0,1.0
1095,1072,0.0,0.0,0.0,1.0,0.062,0.0,0.0,0.938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1098,3532,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1098,3306,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3253,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3100,0.0,0.0,0.43,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.538,0.462,0.0,0.0,0.312,0.688,0.0,0.0,0.234,0.766
1098,3097,0.0,0.238,0.0,0.762,0.0,1.0,0.0,0.0,0.002,0.354,0.006,0.638,0.0,0.196,0.0,0.804,0.0,0.532,0.0,0.468
1098,3094,0.0,0.514,0.0,0.486,0.0,0.0,0.0,1.0,0.008,0.418,0.002,0.572,0.0,0.726,0.0,0.274,0.0,0.882,0.0,0.118
1098,3082,0.776,0.002,0.222,0.0,0.0,0.0,1.0,0.0,0.176,0.004,0.818,0.002,0.996,0.0,0.004,0.0,0.996,0.0,0.004,0.0
1098,3064,0.0,0.0,0.712,0.288,0.0,0.0,0.0,1.0,0.0,0.0,0.156,0.844,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3058,0.882,0.0,0.118,0.0,0.0,0.0,1.0,0.0,0.038,0.0,0.962,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,2854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,2716,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,4567,1.0,0.0,0.0,0.0,0.152,0.0,0.0,0.848,0.0,0.0,0.0,1.0,0.28,0.224,0.23,0.266,0.24,0.262,0.25,0.248
1099,4561,0.218,0.782,0.0,0.0,0.652,0.348,0.0,0.0,0.568,0.432,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4504,0.752,0.248,0.0,0.0,0.768,0.232,0.0,0.0,0.472,0.528,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4498,0.906,0.0,0.0,0.094,0.334,0.0,0.0,0.666,0.72,0.0,0.0,0.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.24,0.264,0.276,0.224,0.304,0.238,0.234
1099,4402,0.0,1.0,0.0,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.348,0.0,0.652,0.0,0.012,0.0,0.988,0.0
1099,4327,0.0,0.0,0.0,1.0,0.0,0.508,0.078,0.414,0.0,0.0,0.928,0.072,0.244,0.266,0.256,0.234,0.25,0.27,0.238,0.242
1099,4285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.274,0.24,0.246,0.24,0.23,0.264,0.268,0.238
1099,4264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4165,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.85,0.848,0.0,0.0,0.152,0.252,0.252,0.254,0.242,0.232,0.258,0.258,0.252
1102,5787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.252,0.242,0.262,0.244,0.23,0.27,0.246,0.254
1102,5706,0.0,0.0,0.0,1.0,0.0,0.052,0.0,0.948,0.0,1.0,0.0,0.0,0.246,0.274,0.26,0.22,0.24,0.256,0.264,0.24
1102,5670,0.0,1.0,0.0,0.0,0.0,0.958,0.0,0.042,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,6291,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,6230,1.0,0.0,0.0,0.0,0.402,0.598,0.0,0.0,0.0,1.0,0.0,0.0,0.244,0.242,0.228,0.286,0.23,0.234,0.266,0.27
1103,6216,1.0,0.0,0.0,0.0,0.254,0.0,0.746,0.0,0.0,0.0,1.0,0.0,0.268,0.22,0.28,0.232,0.292,0.238,0.254,0.216
1103,5937,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,5880,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5877,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,6724,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.238,0.288,0.23,0.244,0.238,0.238,0.286,0.238
1104,6716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6705,0.532,0.448,0.012,0.008,0.688,0.312,0.0,0.0,0.572,0.422,0.004,0.002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,0.11,0.0,0.0,0.89,0.648,0.0,0.0,0.352,0.258,0.0,0.0,0.742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1104,6652,0.132,0.868,0.0,0.0,0.204,0.796,0.0,0.0,0.68,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6530,0.0,0.002,0.998,0.0,0.0,0.002,0.422,0.576,0.0,0.002,0.558,0.44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6518,1.0,0.0,0.0,0.0,0.724,0.002,0.0,0.274,0.0,0.0,0.0,1.0,0.246,0.25,0.25,0.254,0.252,0.254,0.252,0.242
1104,6503,1.0,0.0,0.0,0.0,0.43,0.0,0.57,0.0,0.0,0.0,1.0,0.0,0.226,0.26,0.304,0.21,0.222,0.272,0.248,0.258
1104,6488,1.0,0.0,0.0,0.0,0.434,0.0,0.566,0.0,0.0,0.0,1.0,0.0,0.232,0.224,0.28,0.264,0.26,0.268,0.218,0.254
1104,6470,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6446,0.0,0.0,1.0,0.0,0.002,0.0,0.394,0.604,0.0,0.0,0.0,1.0,0.256,0.262,0.232,0.25,0.244,0.28,0.232,0.244
1104,6425,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1106,7452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.238,0.242,0.26,0.272,0.272,0.248,0.208
1106,7398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1106,7359,0.0,0.0,1.0,0.0,0.0,0.0,0.094,0.906,0.0,0.0,0.0,1.0,0.246,0.226,0.252,0.276,0.252,0.234,0.244,0.27
1106,7317,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.256,0.222,0.27,0.252,0.272,0.228,0.23,0.27
1106,7269,0.0,0.0,0.0,1.0,0.0,0.982,0.0,0.018,0.0,1.0,0.0,0.0,0.264,0.222,0.242,0.272,0.258,0.234,0.256,0.252
1106,7257,0.0,0.0,1.0,0.0,0.986,0.0,0.014,0.0,1.0,0.0,0.0,0.0,0.258,0.224,0.282,0.236,0.228,0.262,0.236,0.274
1106,7239,1.0,0.0,0.0,0.0,0.12,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.218,0.328,0.226,0.228,0.234,0.238,0.274,0.254
1106,7189,0.0,0.0,0.0,1.0,0.0,0.154,0.0,0.846,0.0,1.0,0.0,0.0,0.25,0.236,0.238,0.276,0.236,0.264,0.256,0.244
1107,7876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7870,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1107,7864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1107,7738,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24,0.0,0.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1108,8111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1109,8628,1.0,0.0,0.0,0.0,0.394,0.0,0.0,0.606,0.41,0.0,0.0,0.59,0.508,0.0,0.0,0.492,0.49,0.0,0.0,0.51
1109,8622,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.972,0.0,0.0,0.028,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1109,8616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,8610,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018,0.982,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1111,9291,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1111,9279,0.0,0.0,0.0,1.0,0.024,0.0,0.0,0.976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,9216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.242,0.292,0.214,0.252,0.258,0.214,0.266,0.262
1111,9177,1.0,0.0,0.0,0.0,0.924,0.0,0.0,0.076,0.074,0.0,0.0,0.926,0.262,0.244,0.24,0.254,0.242,0.288,0.238,0.232
1111,9095,0.022,0.01,0.504,0.464,0.0,0.0,0.726,0.274,0.004,0.006,0.622,0.368,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9081,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.008,0.0,0.0,0.006,0.994,0.0
1111,9075,1.0,0.0,0.0,0.0,0.21,0.0,0.79,0.0,0.0,0.0,1.0,0.0,0.23,0.222,0.254,0.294,0.24,0.212,0.268,0.28
1111,9042,1.0,0.0,0.0,0.0,0.262,0.002,0.0,0.736,0.0,0.0,0.0,1.0,0.23,0.246,0.252,0.272,0.25,0.2,0.314,0.236
1111,9021,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.234,0.278,0.222,0.266,0.258,0.236,0.238,0.268
1112,9936,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9732,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.276,0.252,0.214,0.258,0.254,0.258,0.264,0.224
1112,9690,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22,0.296,0.238,0.246,0.248,0.222,0.262,0.268
1113,10457,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1113,10367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1113,10346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.248,0.278,0.242,0.232,0.22,0.268,0.256,0.256
1113,10343,0.0,0.0,0.0,1.0,0.854,0.0,0.0,0.146,1.0,0.0,0.0,0.0,0.248,0.238,0.302,0.212,0.242,0.266,0.252,0.24
1113,10337,0.0,0.0,0.0,1.0,0.744,0.0,0.0,0.256,1.0,0.0,0.0,0.0,0.26,0.196,0.288,0.256,0.258,0.248,0.242,0.252
1113,10289,1.0,0.0,0.0,0.0,0.12,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.282,0.23,0.256,0.232,0.266,0.25,0.256,0.228
1113,10283,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1113,10262,1.0,0.0,0.0,0.0,0.732,0.0,0.0,0.268,0.0,0.0,0.0,1.0,0.25,0.274,0.23,0.246,0.25,0.248,0.246,0.256
1113,10208,1.0,0.0,0.0,0.0,0.872,0.128,0.0,0.0,0.0,1.0,0.0,0.0,0.218,0.22,0.268,0.294,0.246,0.262,0.234,0.258
1113,10205,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1113,10169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1114,10693,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1114,10672,1.0,0.0,0.0,0.0,0.444,0.0,0.004,0.552,0.0,0.0,0.0,1.0,0.234,0.246,0.254,0.266,0.27,0.216,0.26,0.254
1114,10663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,10657,0.0,1.0,0.0,0.0,0.678,0.322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1114,10615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.232,0.27,0.256,0.242,0.258,0.234,0.242,0.266
1114,10588,0.362,0.0,0.0,0.638,0.46,0.002,0.0,0.538,0.462,0.002,0.004,0.532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1115,11629,0.0,1.0,0.0,0.0,0.0,0.246,0.0,0.754,0.0,0.0,0.0,1.0,0.226,0.28,0.276,0.218,0.276,0.23,0.234,0.26
1115,11578,1.0,0.0,0.0,0.0,0.734,0.13,0.136,0.0,0.0,0.0,1.0,0.0,0.272,0.298,0.214,0.216,0.23,0.274,0.234,0.262
1115,11577,1.0,0.0,0.0,0.0,0.932,0.0,0.0,0.068,0.002,0.0,0.0,0.998,0.262,0.258,0.268,0.212,0.234,0.264,0.24,0.262
1115,11576,0.0,0.0,1.0,0.0,0.0,0.07,0.928,0.002,0.0,1.0,0.0,0.0,0.308,0.244,0.216,0.232,0.25,0.234,0.274,0.242
1115,11539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.218,0.258,0.26,0.264,0.244,0.262,0.226,0.268
1115,11485,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.264,0.254,0.236,0.246,0.252,0.288,0.246,0.214
1115,11461,1.0,0.0,0.0,0.0,0.104,0.0,0.0,0.896,0.0,0.0,0.0,1.0,0.27,0.216,0.234,0.28,0.264,0.226,0.262,0.248
1115,11451,0.0,0.0,0.0,1.0,0.256,0.0,0.0,0.744,1.0,0.0,0.0,0.0,0.248,0.238,0.292,0.222,0.238,0.24,0.262,0.26
1115,11448,0.0,0.0,0.0,1.0,0.0,0.076,0.0,0.924,0.0,0.998,0.0,0.002,0.244,0.238,0.264,0.254,0.292,0.246,0.256,0.206
1115,11431,1.0,0.0,0.0,0.0,0.922,0.078,0.0,0.0,0.074,0.926,0.0,0.0,0.24,0.258,0.252,0.25,0.236,0.272,0.244,0.248
1115,11407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1115,11398,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1115,11290,0.024,0.028,0.26,0.688,0.194,0.15,0.356,0.3,0.164,0.13,0.446,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1115,11203,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1115,11197,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1115,11198,0.0,0.002,0.596,0.402,0.012,0.008,0.568,0.412,0.002,0.006,0.536,0.456,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1115,11185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1115,11110,0.0,0.0,1.0,0.0,0.986,0.0,0.014,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1115,11086,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1115,10948,0.0,0.0,0.0,1.0,0.0,0.938,0.0,0.062,0.0,1.0,0.0,0.0,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0
1115,10945,1.0,0.0,0.0,0.0,0.044,0.0,0.956,0.0,0.0,0.0,1.0,0.0,0.994,0.0,0.006,0.0,1.0,0.0,0.0,0.0
1116,11939,0.0,1.0,0.0,0.0,0.0,0.406,0.0,0.594,0.0,0.0,0.0,1.0,0.202,0.27,0.258,0.27,0.264,0.238,0.246,0.252
1116,11847,0.0,0.0,0.41,0.59,0.002,0.004,0.356,0.638,0.002,0.002,0.3,0.696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1116,11717,0.0,1.0,0.0,0.0,0.0,0.062,0.0,0.938,0.0,0.0,0.0,1.0,0.238,0.21,0.254,0.298,0.25,0.234,0.268,0.248
1117,12406,1.0,0.0,0.0,0.0,0.382,0.0,0.618,0.0,0.0,0.0,1.0,0.0,0.24,0.258,0.226,0.276,0.258,0.248,0.276,0.218
1117,12337,1.0,0.0,0.0,0.0,0.168,0.0,0.0,0.832,0.0,0.0,0.0,1.0,0.282,0.26,0.206,0.252,0.236,0.258,0.292,0.214
1117,12277,0.0,1.0,0.0,0.0,0.21,0.79,0.0,0.0,1.0,0.0,0.0,0.0,0.282,0.25,0.246,0.222,0.27,0.246,0.256,0.228
1117,12268,1.0,0.0,0.0,0.0,0.778,0.0,0.002,0.22,0.0,0.0,0.0,1.0,0.24,0.274,0.238,0.248,0.216,0.258,0.266,0.26
1117,12220,0.442,0.0,0.558,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1117,12217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1117,12100,0.0,0.038,0.0,0.962,0.0,0.992,0.0,0.008,0.0,0.972,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
