,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1099,4327,0.204,0.228,0.244,0.324,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26,0.22,0.284,0.236,0.0,0.812,0.0,0.188,0.0,0.0,0.0,1.0
1099,4285,0.26,0.284,0.224,0.232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24,0.236,0.272,0.252,0.252,0.748,0.0,0.0,0.74,0.26,0.0,0.0
1099,4264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4165,0.228,0.244,0.264,0.264,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.244,0.232,0.276,0.248,0.596,0.0,0.004,0.4,0.096,0.0,0.0,0.904
1102,5787,0.256,0.256,0.264,0.224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.236,0.26,0.228,0.276,0.576,0.0,0.0,0.424,0.404,0.0,0.0,0.596
1102,5706,0.292,0.232,0.236,0.24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.244,0.22,0.244,0.292,0.0,0.104,0.0,0.896,0.0,0.0,0.0,1.0
1102,5670,0.0,0.152,0.0,0.848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.824,0.0,0.172,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,6291,0.0,0.412,0.0,0.588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,6230,0.304,0.236,0.248,0.212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.208,0.26,0.284,0.248,0.424,0.576,0.0,0.0,0.9,0.1,0.0,0.0
1103,6216,0.296,0.252,0.216,0.236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.232,0.3,0.256,0.212,0.864,0.0,0.136,0.0,0.992,0.0,0.008,0.0
1103,5937,0.996,0.004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,5880,0.0,0.424,0.0,0.576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,5877,0.332,0.0,0.668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,6724,0.272,0.216,0.26,0.252,1.0,0.0,0.0,0.0,0.952,0.0,0.0,0.048,0.276,0.232,0.232,0.26,0.592,0.004,0.0,0.404,0.072,0.0,0.0,0.928
1104,6716,0.14,0.86,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.872,0.128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6705,0.688,0.312,0.0,0.0,0.24,0.252,0.228,0.28,0.256,0.236,0.256,0.252,0.284,0.716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,0.384,0.0,0.0,0.616,0.3,0.196,0.212,0.292,0.296,0.228,0.216,0.26,0.62,0.0,0.0,0.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1104,6652,1.0,0.0,0.0,0.0,0.3,0.288,0.208,0.204,0.26,0.336,0.212,0.192,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6530,0.0,0.0,0.0,1.0,0.184,0.272,0.296,0.248,0.276,0.232,0.264,0.228,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6518,0.212,0.236,0.248,0.304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.272,0.268,0.216,0.244,0.6,0.004,0.004,0.392,0.92,0.0,0.0,0.08
1104,6503,0.308,0.196,0.2,0.296,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.224,0.252,0.284,0.24,0.46,0.0,0.54,0.0,0.888,0.0,0.112,0.0
1104,6488,0.236,0.256,0.244,0.264,1.0,0.0,0.0,0.0,0.048,0.0,0.952,0.0,0.228,0.228,0.272,0.272,0.416,0.0,0.584,0.0,0.848,0.0,0.152,0.0
1104,6470,0.0,0.604,0.0,0.396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6446,0.212,0.276,0.224,0.288,0.0,0.0,1.0,0.0,0.0,0.0,0.032,0.968,0.3,0.26,0.244,0.196,0.004,0.004,0.376,0.616,0.0,0.0,0.828,0.172
1104,6425,0.092,0.0,0.908,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1106,7452,0.224,0.232,0.264,0.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26,0.236,0.244,0.26,0.596,0.4,0.0,0.004,0.384,0.616,0.0,0.0
1106,7398,0.0,0.552,0.0,0.448,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1106,7359,0.224,0.228,0.284,0.264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.236,0.236,0.208,0.0,0.0,0.808,0.192,0.0,0.0,0.996,0.004
1106,7317,0.28,0.192,0.252,0.276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.252,0.216,0.304,0.228,0.424,0.0,0.576,0.0,0.848,0.0,0.152,0.0
1106,7269,0.252,0.236,0.284,0.228,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.252,0.272,0.2,0.276,0.0,0.304,0.0,0.696,0.0,0.796,0.0,0.204
1106,7257,0.232,0.252,0.272,0.244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.264,0.244,0.212,0.28,0.248,0.0,0.752,0.0,0.796,0.0,0.204,0.0
1106,7239,0.304,0.244,0.232,0.22,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,0.212,0.256,0.28,0.252,0.48,0.0,0.52,0.0,0.64,0.0,0.36,0.0
1106,7189,0.204,0.3,0.24,0.256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.208,0.24,0.3,0.252,0.004,0.224,0.0,0.772,0.0,0.012,0.0,0.988
1107,7876,0.0,0.0,0.016,0.984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1107,7870,0.0,0.952,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1107,7864,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1107,7738,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0,0.088,0.0,0.912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1108,8111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,8628,0.508,0.0,0.024,0.468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.944,0.0,0.0,0.056,0.996,0.0,0.0,0.004,0.0,0.0,0.0,1.0
1109,8622,0.744,0.004,0.232,0.02,0.116,0.0,0.0,0.884,0.872,0.0,0.0,0.128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,8616,0.908,0.0,0.092,0.0,0.348,0.0,0.652,0.0,0.648,0.0,0.352,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,8610,0.016,0.192,0.0,0.792,0.94,0.06,0.0,0.0,0.068,0.932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1111,9291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9279,0.132,0.0,0.0,0.868,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,9216,0.26,0.24,0.204,0.296,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.204,0.28,0.232,0.284,0.0,0.0,0.152,0.848,0.0,0.0,0.844,0.156
1111,9177,0.256,0.232,0.24,0.272,1.0,0.0,0.0,0.0,0.896,0.0,0.0,0.104,0.22,0.212,0.288,0.28,0.508,0.0,0.004,0.488,0.112,0.0,0.0,0.888
1111,9095,0.0,0.0,0.204,0.796,0.224,0.296,0.256,0.224,0.24,0.204,0.256,0.3,0.0,0.0,0.788,0.212,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9081,0.0,0.42,0.58,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1111,9075,0.244,0.348,0.212,0.196,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.248,0.288,0.252,0.212,0.808,0.0,0.192,0.0,0.952,0.0,0.048,0.0
1111,9042,0.28,0.24,0.232,0.248,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.272,0.2,0.232,0.296,0.736,0.0,0.004,0.26,0.984,0.0,0.0,0.016
1111,9021,0.268,0.208,0.288,0.236,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,0.288,0.188,0.244,0.008,0.428,0.008,0.556,0.0,0.9,0.0,0.1
1112,9936,0.916,0.0,0.084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1112,9789,0.592,0.004,0.404,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9732,0.26,0.236,0.248,0.256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.268,0.252,0.24,0.404,0.588,0.0,0.008,0.66,0.34,0.0,0.0
1112,9690,0.292,0.3,0.228,0.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24,0.26,0.252,0.248,0.0,0.0,0.32,0.68,0.0,0.0,0.872,0.128
1113,10457,0.016,0.016,0.792,0.176,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.696,0.304,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0
1113,10367,0.0,0.108,0.0,0.892,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1113,10346,0.188,0.26,0.304,0.248,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.244,0.244,0.272,0.24,0.528,0.0,0.472,0.0,0.412,0.0,0.588,0.0
1113,10343,0.26,0.28,0.248,0.212,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.228,0.26,0.268,0.244,0.668,0.0,0.0,0.332,0.256,0.0,0.0,0.744
1113,10337,0.252,0.24,0.24,0.268,0.0,0.0,0.0,1.0,0.932,0.0,0.0,0.068,0.272,0.24,0.26,0.228,0.64,0.0,0.0,0.36,0.216,0.0,0.0,0.784
1113,10289,0.256,0.296,0.224,0.224,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.228,0.26,0.292,0.22,0.544,0.0,0.456,0.0,0.536,0.0,0.464,0.0
1113,10283,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1113,10262,0.244,0.252,0.24,0.264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.252,0.268,0.212,0.268,0.708,0.0,0.0,0.292,0.968,0.0,0.0,0.032
1113,10208,0.188,0.296,0.236,0.28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.276,0.216,0.232,0.276,0.772,0.228,0.0,0.0,0.98,0.02,0.0,0.0
1113,10205,0.668,0.0,0.332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0
1113,10169,0.0,0.42,0.0,0.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1114,10693,0.024,0.0,0.976,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1114,10672,0.224,0.276,0.268,0.232,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.92,0.24,0.26,0.272,0.228,0.42,0.0,0.004,0.576,0.832,0.0,0.0,0.168
1114,10663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,10657,0.148,0.244,0.608,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.292,0.672,0.036,0.0,0.62,0.38,0.0,0.0,0.0,1.0,0.0,0.0
1114,10615,0.212,0.244,0.284,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.256,0.232,0.24,0.272,0.356,0.0,0.0,0.644,0.052,0.0,0.0,0.948
1114,10588,0.28,0.0,0.008,0.712,0.324,0.224,0.188,0.264,0.22,0.208,0.272,0.3,0.484,0.0,0.0,0.516,0.308,0.0,0.0,0.692,0.0,0.0,0.0,1.0
1115,11629,0.28,0.248,0.216,0.256,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.276,0.244,0.18,0.3,0.0,0.396,0.0,0.604,0.0,0.748,0.0,0.252
1115,11578,0.244,0.292,0.224,0.24,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.228,0.36,0.196,0.216,0.5,0.2,0.3,0.0,0.788,0.0,0.212,0.0
1115,11577,0.248,0.212,0.26,0.28,1.0,0.0,0.0,0.0,0.856,0.0,0.0,0.144,0.3,0.244,0.24,0.216,0.152,0.0,0.0,0.848,0.144,0.0,0.0,0.856
1115,11576,0.264,0.244,0.212,0.28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.264,0.236,0.272,0.228,0.0,0.152,0.844,0.004,0.0,0.0,1.0,0.0
1115,11539,0.244,0.292,0.248,0.216,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.268,0.224,0.292,0.216,0.568,0.0,0.0,0.432,0.144,0.0,0.0,0.856
