scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	consensus_divergent_sites	population_divergent_sites
NORP83_102	6503	59.39889281869907	1.0	0.00474326127072322	67	25.14781542482329	0.3118722845104013	0.8648316161771491	1.0	0.0	0.0041700997621909605	0.0	0.7405812701829925	0.9950213371266002	0.9978662873399716	12	28	40	28	12
NORP83_103	4467	60.70002238638907	0.9816431609581374	0.004889361154019389	68	27.494436541648327	0.4114200612550613	0.8661293933288561	1.0	0.0	0.00387031592820819	0.0	0.7443474367584508	0.98836908761954	0.9948307056086844	20	33	53	45	20
NORP83_104	11963	68.49151550614394	1.0	0.004268646177026936	72	20.285774689524384	0.1854768444279204	0.9459165761096716	1.0	0.0	0.003772097124739249	0.0	0.8717712948257126	0.9890420643336868	0.9934605867797808	74	58	132	124	74
NORP83_105	5349	67.6423630585156	0.973266031033838	0.003247203904872542	75	27.92722441677927	0.3818845388033263	0.8689474668162274	1.0	0.0	0.0029625345305415163	0.0	0.8143578238923164	0.9946213425129088	0.9963425129087778	17	12	29	25	17
NORP83_106	8709	72.79446549546445	0.9995407050177976	0.0036397829523043827	75	15.753534646439556	0.16881801997894325	0.9831209094040648	1.0	0.0	0.0036944664882223592	0.0	0.9296130439774946	0.9939266526512496	0.9949778089231488	43	16	59	52	43
NORP83_107	3501	54.067409311625255	1.0	0.006726253672566851	64	25.002371160916425	0.4226172072990015	0.8194801485289918	1.0	0.0	0.005595675889436214	0.0	0.6341045415595544	0.9864064133844546	0.9968630184733356	9	39	48	39	9
NORP83_108	7871	70.4042688349638	0.9905983991868884	0.004207000375388571	75	22.679943271042	0.2556551806284603	0.9425740058442384	1.0	0.0	0.0036467282329240014	0.0	0.8406809808156523	0.9905647661409892	0.9943388596845936	42	33	75	70	42
NORP83_109	4109	69.74957410562179	0.9965928449744464	0.004300777937918277	76	23.168157500438433	0.3614733462241138	0.9228522754928208	1.0	0.0	0.003361012278924824	0.0	0.8464346556339742	0.9931434599156118	0.9978902953586498	8	23	31	26	8
NORP83_11	10246	68.8583837595159	0.9999024009369509	0.004538449870836514	74	21.665882264693042	0.21405254581000505	0.9326566464961936	1.0	0.0	0.0040564898507309275	0.0	0.8624829201639664	0.9914190037672668	0.9964420259522812	34	65	99	82	34
NORP83_110	3671	53.75646962680469	0.9989103786434214	0.006306879456719705	65	27.48778626692715	0.4537396515078686	0.8055025878507219	1.0	0.0	0.005172901728532131	0.0	0.6393353309724871	0.9837673317551572	0.9905309435238416	26	30	56	48	28
NORP83_111	7890	78.28048162230672	0.999619771863118	0.003260390076357922	81	18.542597463154603	0.20876591456306987	0.9887198986058302	1.0	0.0	0.0031050644588574983	0.0	0.9259822560202788	0.9956415844122548	0.9973080374310984	21	17	38	34	21
NORP83_112	3538	32.37337478801583	0.9971735443753532	0.008139345096559336	18	27.18817126695807	0.4571539400063031	0.4869983041266252	0.9999999999996152	0.0	0.0054667825194306685	0.0	0.3258903335217637	0.9779454439930354	0.9924550203134068	13	30	43	38	13
NORP83_275	7360	64.0695652173913	0.9998641304347826	0.0038898380690046697	71	22.35169232543621	0.2605559584859058	0.9210597826086956	1.0	0.0	0.0033274802459468678	0.0	0.7861413043478261	0.9926242808673844	0.9958695972857352	28	36	64	50	28
NORP83_276	6542	70.25787221033322	0.9998471415469276	0.0036915290706741604	73	15.741792490481679	0.1946400056944965	0.9654539896056252	1.0	0.0	0.0035655779479609744	0.0	0.9218893304799756	0.9919252691576947	0.9943001899936668	36	18	54	51	36
NORP83_277	5332	68.24549887471868	0.9939984996249064	0.0047565773323995355	73	22.694576859343343	0.3108262926623364	0.9337959489872468	1.0	0.0	0.0035968142668757475	0.0	0.8477119279819955	0.9923679453705564	0.9973890339425588	13	33	46	38	13
NORP83_278	4480	66.36852678571428	0.9995535714285714	0.006145413841656011	72	19.187971505821324	0.286707156588052	0.9506696428571428	1.0	0.0	0.005539457288440408	0.0	0.8553571428571428	0.9812162479455272	0.9915473115754871	36	52	88	80	36
NORP83_279	4931	76.21598053133239	1.0	0.0027118522030812327	79	17.23960589763013	0.24552960992933096	0.9833705130805109	1.0	0.0	0.002765137343192059	0.0	0.923747718515514	0.998968859558672	0.9993813157352032	3	2	5	5	3
NORP83_28	5601	76.96964827709337	0.9998214604534904	0.003622229180729075	81	16.608608967701404	0.2219418729572852	0.987680771290841	1.0	0.0	0.003619290255929997	0.0	0.9255490091055169	0.9980115690527838	0.9983731019522776	9	4	13	11	9
NORP83_280	3120	36.021153846153844	0.8737179487179487	0.009136802204967265	29	31.198827865916705	0.5586381497036309	0.5416666666666666	0.9999999999999848	0.0	0.00639856774143166	0.0	0.3580128205128205	0.9715976331360948	0.9911242603550297	15	42	57	48	15
NORP83_281	8168	56.506243878550436	0.9988981390793341	0.0064426644575322775	65	25.971542480192905	0.28738656788815004	0.8320274240940254	1.0	0.0	0.005695455469983735	0.0	0.7192703232125367	0.9894055326662744	0.9939670394349618	41	68	109	72	41
NORP83_282	3429	71.65587634878973	1.0	0.004801740479200123	75	19.05630047919098	0.3254754120672265	0.9816272965879264	1.0	0.0	0.0033165856794427073	0.0	0.8985126859142607	0.9901960784313726	0.9961378490790256	13	26	39	33	13
NORP83_283	4284	63.107843137254896	0.9997665732959852	0.004714322138818172	69	24.374749760359716	0.3724484134191653	0.9147992530345472	1.0	0.0	0.003987175545351551	0.0	0.7280578898225957	0.9918346516968616	0.9956621587139576	17	26	43	32	17
NORP83_284	12903	59.74905060838565	0.9998449972874526	0.005490967049333606	69	27.708633698751672	0.2439420070309011	0.8488723552662172	1.0	0.0	0.004067674824576485	0.0	0.7072773773541037	0.9885876015703459	0.9950698438783896	54	94	148	125	54
NORP83_285	5138	67.89295445698716	1.0	0.005019622047939043	72	17.432666017639136	0.2432254563903131	0.9822888283378748	1.0	0.0	0.00399618885207742	0.0	0.8579213701829506	0.9926689122250842	0.997622349910838	12	39	51	37	12
NORP83_286	3397	71.35943479540771	1.0	0.00333638173660078	76	19.58860165308459	0.336139534170032	0.9590815425375332	1.0	0.0	0.0028629618159149444	0.0	0.884604062408007	0.9935543278084714	0.9960098219766728	13	12	25	21	13
NORP83_287	3181	74.09776799748506	1.0	0.0037674887114850226	77	20.10277424313871	0.3564859644535676	0.972964476579692	1.0	0.0	0.003415674106122202	0.0	0.9025463690663312	0.9928917609046851	0.9957996768982228	13	17	30	22	13
NORP83_288	3531	56.792126876239024	0.9980175587652224	0.004200539419988103	64	22.674275014129073	0.3816331193633517	0.8872840555083545	1.0	0.0	0.0033848164032916905	0.0	0.6938544321721892	0.9929779763804659	0.997446536865624	8	17	25	22	8
NORP83_289	3995	62.81176470588235	1.0	0.004648926122518327	69	22.72432849715839	0.35957296267227673	0.9156445556946182	1.0	0.0	0.0041713745673120925	0.0	0.7922403003754693	0.9953526517222526	0.998633132859486	5	20	25	17	5
NORP83_29	8338	76.22067642120413	0.9998800671623892	0.0035189979288826607	79	18.725939885208188	0.2050872794728211	0.978532022067642	1.0	0.0	0.003070052459601902	0.0	0.9162868793475654	0.991665645299669	0.9943620541733056	46	29	75	68	46
NORP83_290	4898	26.70681910984075	0.999387505104124	0.008606148099565836	16	25.531224096929908	0.3648434766920137	0.4379338505512454	0.9999999999426656	0.0	0.00594060974252375	0.0	0.2076357697019192	0.9818181818181818	0.9944055944055944	12	33	45	39	12
NORP83_291	13402	65.69735860319355	0.9997761528130129	0.004276195171285635	70	18.628818191740013	0.16092247395949602	0.956275182808536	1.0	0.0	0.0037224548068850454	0.0	0.8486793015967766	0.9928995006242196	0.9957865168539326	54	68	122	91	54
NORP83_292	3757	72.95129092360926	1.0	0.00437315574842323	77	17.065797343741288	0.2784606241762486	0.9723183391003459	1.0	0.0	0.0040908503897156825	0.0	0.9047112057492679	0.9920613194634548	0.9934300574869971	24	11	35	29	24
NORP83_256	3664	71.76692139737992	0.9994541484716156	0.0042176104489729535	73	16.17029453834109	0.2671772474095832	0.9784388646288209	1.0	0.0	0.0038837831132743092	0.0	0.9205786026200872	0.99163179916318	0.992468619246862	27	6	33	30	27
NORP83_257	3511	51.64682426659071	1.0	0.007661085486275644	61	32.211783439227325	0.5437023528813204	0.7465109655368841	1.0	0.0	0.0077611453267451	0.0	0.5571062375391627	0.9919877909194964	0.996947729874094	8	40	48	21	8
NORP83_258	4112	69.5216439688716	0.9997568093385214	0.0055835452943874255	75	23.003679675658933	0.3587761565156551	0.9165856031128404	1.0	0.0	0.005514780726223578	0.0	0.8424124513618677	0.9840806579994692	0.991244361899708	33	34	67	60	33
NORP83_259	8992	59.094750889679716	0.9985542704626336	0.0035756775991484524	66	22.98363488325641	0.24239000912109865	0.8823398576512456	1.0	0.0	0.0034118748359848183	0.0	0.78480871886121	0.9887824552558608	0.9913032518275776	69	24	93	89	69
NORP83_26	10938	75.50767964893033	0.9737611994880234	0.00397754818628282	81	24.77194916868985	0.2368705530891121	0.9247577253611264	1.0	0.0	0.0039317113289191186	0.0	0.9018102029621504	0.9959466139396936	0.9971329708353929	29	26	55	41	29
NORP83_260	4427	68.24576462615768	0.998644680370454	0.003821563042694876	74	21.64004461823038	0.3252763193518541	0.9412694827196748	1.0	0.0	0.0032508796380885663	0.0	0.8346510051953919	0.9925605951523878	0.9949604031677466	21	15	36	31	21
NORP83_261	8417	73.95913033147201	1.0	0.0037459537313134783	76	16.542563362967673	0.1803225097856201	0.9840798384222408	1.0	0.0	0.0035254444535339773	0.0	0.9357253178091955	0.99468791500664	0.9969817698901364	25	25	50	44	25
NORP83_262	3772	59.33112407211029	1.0	0.005422736794480909	65	21.744280619732027	0.3540925406707955	0.93796394485684	1.0	0.0	0.005292539634287774	0.0	0.7036055143160127	0.98728094968909	0.9951950254381006	16	37	53	45	17
NORP83_263	3142	69.11171228516868	1.0	0.004096807485366449	72	17.500275427385226	0.31225608884708195	0.9643539147040102	1.0	0.0	0.0042956521810355594	0.0	0.9077021005728836	0.9933993399339934	0.9933993399339934	20	6	26	20	20
NORP83_264	5111	71.73840735668165	0.9994130307180592	0.004172397382331661	77	21.602368991501326	0.30219754365382695	0.9555859909998043	1.0	0.0	0.0033987803089717827	0.0	0.8661710037174721	0.9926289926289926	0.996109746109746	19	27	46	36	19
NORP83_265	4772	68.77577535624475	0.9622799664710812	0.005368822163027365	78	27.29507230731133	0.3951659726445919	0.9050712489522212	1.0	0.0	0.0047808270847480286	0.0	0.7956831517183571	0.9874971058115304	0.9930539476730724	30	35	65	54	30
NORP83_266	6536	70.71710526315789	0.964657282741738	0.0031933361462184173	76	22.486518222695512	0.27816303690492555	0.9371175030599757	1.0	0.0	0.003016913384514153	0.0	0.8684210526315791	0.9941224489795918	0.9957551020408164	26	14	40	36	26
NORP83_267	10895	63.62377237264801	1.0	0.005049178832914779	69	19.930924410621493	0.1909561968784977	0.9407985314364388	1.0	0.0	0.003922075036563388	0.0	0.8103717301514456	0.988390243902439	0.994439024390244	57	84	141	119	57
NORP83_268	4403	67.02838973427208	1.0	0.003911735008015338	70	15.642681783004667	0.2357687231467609	0.9804678628208041	1.0	0.0	0.003640268534560343	0.0	0.8798546445605269	0.9935140143618252	0.9960620801482511	17	19	36	28	17
NORP83_269	5253	75.07957357700361	0.9998096325909004	0.00366791779223008	79	17.233189406013157	0.2377953197005803	0.9830573005901391	1.0	0.0	0.003709512101016443	0.0	0.9206167904054826	0.9928350116189	0.9938032532920216	32	10	42	37	32
NORP83_27	4156	71.43262752646775	0.9997593840230992	0.004668175349562875	79	26.166234586980192	0.4059342695041314	0.9217998075072183	1.0	0.0	0.0041423691500291895	0.0	0.8450433108758422	0.9921691464369616	0.9955625163142784	17	18	35	30	17
NORP83_270	4011	79.55372725006231	0.9985041136873598	0.009529153552783276	74	38.470357158462654	0.6075108405792988	0.9521316379955124	1.0	0.0	0.009493032155812207	0.0	0.7943156320119671	0.9921445404556166	0.9971196648337262	10	64	74	30	11
NORP83_271	5244	77.20614035087719	1.0	0.003751972995737818	81	20.00890420723995	0.2763333971851165	0.9731121281464532	1.0	0.0	0.0033682719826673146	0.0	0.9147597254004576	0.991965510484029	0.9958847736625516	21	26	47	41	21
NORP83_272	3443	64.46209700842289	0.998838222480395	0.003253311769290445	68	16.453913878546505	0.2804553873002352	0.9770548939878012	1.0	0.0	0.003338326972224359	0.0	0.8297995933778681	0.9943519619500596	0.9964328180737216	12	11	23	19	12
NORP83_273	5008	66.2098642172524	0.9806309904153354	0.00456181904357844	74	27.327181464371233	0.3861944649094774	0.8839856230031949	1.0	0.0	0.0042286000853914985	0.0	0.8001198083067093	0.9918680822227242	0.9957081545064378	19	25	44	36	19
NORP83_274	7792	73.78939938398358	1.0	0.0021786904915777057	76	13.473962477101244	0.1526506758338845	0.9905030800821356	1.0	0.0	0.002082771681548245	0.0	0.9557238193018479	0.9996112982637988	0.9996112982637988	3	0	3	3	3
NORP83_67	18072	67.89846170872067	0.9997786631252766	0.0032876562374670733	70	15.300090771783236	0.11381589410692555	0.975929614873838	1.0	0.0	0.0031468118307056425	0.0	0.9155046480743692	0.9962011679990928	0.9978454385666496	38	48	86	67	38
NORP83_68	4425	70.02305084745763	0.9977401129943504	0.004615441593714298	75	22.616706233707447	0.3400335721849963	0.9315254237288136	1.0	0.0	0.004223029133071599	0.0	0.8714124293785308	0.9944201843765162	0.9968461911693351	13	22	35	23	13
NORP83_69	10440	64.76800766283526	0.9997126436781608	0.004319365790808939	70	19.39472050293364	0.18982529198664586	0.9486590038314175	1.0	0.0	0.0035788260684708195	0.0	0.8305555555555556	0.991013731825525	0.9946486268174476	53	47	100	89	53
NORP83_7	19426	69.25105528672914	0.9872850818490684	0.00362026835008844	72	18.497398265172006	0.13271809327341422	0.9659734376608669	1.0	0.0	0.003382827055104398	0.0	0.8962730361371358	0.9951505462296828	0.9980815347721822	36	80	116	91	36
NORP83_70	3072	41.79557291666666	0.9996744791666666	0.0076425152327225234	38	27.10944026043818	0.4891934600602974	0.7200520833333334	1.0	0.0	0.003392446706643404	0.0	0.396484375	0.981012658227848	0.9932188065099458	15	34	49	42	15
NORP83_71	3802	73.01841136244082	0.998158863755918	0.003446721074884751	78	20.06907267052912	0.3255205201090962	0.9644923724355602	1.0	0.0	0.0033100294577411704	0.0	0.8968963703314046	0.996182165257704	0.996727570220889	12	11	23	14	12
NORP83_72	11412	80.21959341044514	0.9996494917630564	0.003175862564892218	85	22.133191636190453	0.2071963934447662	0.9489134244654748	1.0	0.0	0.003441570554677087	0.0	0.91062039957939	0.9993535875888816	0.9999076553698404	1	33	34	7	1
NORP83_73	4400	57.6675	0.9893181818181818	0.0044707517700904855	72	31.57671233570427	0.4760909540032293	0.7459090909090909	1.0	0.0	0.0048318664973241434	0.0	0.7075	0.9936014625228521	0.9972577696526508	9	28	37	21	9
NORP83_74	3513	71.27099345288926	0.9997153430116709	0.0029237361988305732	73	17.77449928977563	0.2999301480002497	0.9832052376885853	1.0	0.0	0.002785401509247776	0.0	0.8969541702248791	0.9965257672264042	0.9985524030110018	5	9	14	12	5
NORP83_75	3331	74.59321525067547	0.999699789852897	0.0031659321187639256	81	19.18467039341756	0.332454507309876	0.9729810867607324	1.0	0.0	0.003392075931182181	0.0	0.8865205643950765	0.9987658130206726	0.9996914532551682	1	10	11	4	1
NORP83_76	18583	72.57966959048593	0.9996233116289082	0.0037663625989792227	76	18.178333256591273	0.13335454841196734	0.9758381316256792	1.0	0.0	0.0033952602747296945	0.0	0.9037292148738094	0.9936031763538106	0.996856733208338	57	76	133	116	57
NORP83_77	4875	70.71179487179488	0.9991794871794872	0.004560425049382921	76	20.364746168858204	0.2916998722211613	0.9817435897435898	1.0	0.0	0.003672860433810543	0.0	0.8412307692307692	0.9882992060175512	0.99143334726285	41	25	66	56	41
NORP83_78	6377	71.76728869374314	1.0	0.0040030134008415255	76	21.36971405412665	0.2676236914143884	0.9603261721812764	1.0	0.0	0.003506282584834097	0.0	0.8761172965344206	0.9924885695623776	0.9951012410189418	30	30	60	46	30
NORP83_79	5826	73.27617576381736	1.0	0.0031165005003797037	75	16.063172539967006	0.21046668440496852	0.9836937864744251	1.0	0.0	0.0029240328003123928	0.0	0.9449021627188464	0.9937183737567614	0.995986738789042	23	15	38	36	23
NORP83_8	5371	73.60230869484269	0.9618320610687024	0.002237262517425509	76	23.20148257711649	0.316612891771322	0.9435859244088624	1.0	0.0	0.0020420922951089877	0.0	0.9005771737106684	1.0	1.0	0	3	3	0	0
NORP83_35	3731	57.18976145805414	1.0	0.0051740327346250226	64	26.02904202840672	0.4261905038290253	0.852318413294023	1.0	0.0	0.004554208150377881	0.0	0.7292950951487537	0.9855345911949686	0.9921383647798742	25	26	51	46	25
NORP83_350	4474	63.756146624944115	0.9993294590970048	0.004584247321393732	74	26.048152497633442	0.38947310838509225	0.8603039785426911	1.0	0.0	0.004032250915102287	0.0	0.7983907018328118	0.99636269160821	0.998181345804105	7	11	18	14	7
NORP83_351	9760	73.99959016393444	0.9998975409836064	0.004305540141714803	75	20.040737196346296	0.20286682579565432	0.9869877049180328	1.0	0.0	0.0042836765414725475	0.0	0.9107581967213116	0.9959514170040484	0.9970933250285478	28	42	70	39	28
